customer_id_pref,geolocation_id_pref
CUS19878,GEO6610
CUS19879,GEO1029
CUS19880,GEO12788
CUS19881,GEO9570
CUS19882,GEO3751
CUS19883,GEO4860
CUS19884,GEO4250
CUS19885,GEO4864
CUS19886,GEO4876
CUS19887,GEO8123
CUS19888,GEO4910
CUS19889,GEO6314
CUS19890,GEO3556
CUS19891,GEO10162
CUS19892,GEO7720
CUS19893,GEO6315
CUS19894,GEO5729
CUS19895,GEO10444
CUS19896,GEO17804
CUS19897,GEO448
CUS19898,GEO16359
CUS19899,GEO6931
CUS19900,GEO6501
CUS19901,GEO2995
CUS19902,GEO10620
CUS19903,GEO9314
CUS19904,GEO6569
CUS19905,GEO15408
CUS19906,GEO1570
CUS19907,GEO4504
CUS19908,GEO5124
CUS19909,GEO9651
CUS19910,GEO4121
CUS19911,GEO10182
CUS19912,GEO12115
CUS19913,GEO7092
CUS19914,GEO16368
CUS19915,GEO5120
CUS19916,GEO15415
CUS19917,GEO8994
CUS19918,GEO17418
CUS19919,GEO17749
CUS19920,GEO13662
CUS19921,GEO15489
CUS19922,GEO1985
CUS19923,GEO6641
CUS19924,GEO8190
CUS19925,GEO16462
CUS19926,GEO8067
CUS19927,GEO10641
CUS19928,GEO11838
CUS19929,GEO11526
CUS19930,GEO8156
CUS19931,GEO4111
CUS19932,GEO8562
CUS19933,GEO3292
CUS19934,GEO17418
CUS19935,GEO4858
CUS19936,GEO8963
CUS19937,GEO8174
CUS19938,GEO18729
CUS19939,GEO6179
CUS19940,GEO5510
CUS19941,GEO3828
CUS19942,GEO1765
CUS19943,GEO16226
CUS19944,GEO10330
CUS19945,GEO16461
CUS19946,GEO10499
CUS19947,GEO4564
CUS19948,GEO6424
CUS19949,GEO18039
CUS19950,GEO2097
CUS19951,GEO2152
CUS19952,GEO17898
CUS19953,GEO1160
CUS19954,GEO3852
CUS19955,GEO14319
CUS19956,GEO10049
CUS19957,GEO4821
CUS19958,GEO8530
CUS19959,GEO3170
CUS19960,GEO6594
CUS19961,GEO597
CUS19962,GEO6219
CUS19963,GEO10675
CUS19964,GEO6671
CUS19965,GEO7404
CUS19966,GEO4057
CUS19967,GEO1940
CUS19968,GEO7043
CUS19969,GEO9332
CUS19970,GEO2487
CUS19971,GEO9191
CUS19972,GEO8084
CUS19973,GEO6388
CUS19974,GEO6998
CUS19975,GEO14307
CUS19976,GEO16723
CUS19977,GEO4003
CUS19978,GEO11149
CUS19979,GEO6388
CUS19980,GEO6510
CUS19981,GEO2599
CUS19982,GEO9115
CUS19983,GEO6583
CUS19984,GEO6131
CUS19985,GEO8185
CUS19986,GEO6649
CUS19987,GEO4055
CUS19988,GEO17683
CUS19989,GEO442
CUS19990,GEO633
CUS19991,GEO11701
CUS19992,GEO1790
CUS19993,GEO1176
CUS19994,GEO3154
CUS19995,GEO9966
CUS19996,GEO8578
CUS19997,GEO9235
CUS19998,GEO8099
CUS19999,GEO6199
CUS20000,GEO16440
CUS20001,GEO6930
CUS20002,GEO2502
CUS20003,GEO9599
CUS20004,GEO18815
CUS20005,GEO14384
CUS20006,GEO17240
CUS20007,GEO2343
CUS20008,GEO6482
CUS20009,GEO1765
CUS20010,GEO4894
CUS20011,GEO3898
CUS20012,GEO3844
CUS20013,GEO8313
CUS20014,GEO6638
CUS20015,GEO6427
CUS20016,GEO4815
CUS20017,GEO14643
CUS20018,GEO15263
CUS20019,GEO6187
CUS20020,GEO6838
CUS20021,GEO9047
CUS20022,GEO17165
CUS20023,GEO17826
CUS20024,GEO7285
CUS20025,GEO16441
CUS20026,GEO3568
CUS20027,GEO8067
CUS20028,GEO857
CUS20029,GEO4383
CUS20030,GEO6600
CUS20031,GEO18900
CUS20032,GEO1984
CUS20033,GEO15185
CUS20034,GEO15527
CUS20035,GEO2331
CUS20036,GEO18403
CUS20037,GEO13845
CUS20038,GEO10435
CUS20039,GEO14346
CUS20040,GEO6831
CUS20041,GEO12335
CUS20042,GEO7401
CUS20043,GEO5226
CUS20044,GEO2928
CUS20045,GEO4920
CUS20046,GEO8403
CUS20047,GEO6654
CUS20048,GEO4331
CUS20049,GEO7245
CUS20050,GEO17516
CUS20051,GEO16374
CUS20052,GEO9976
CUS20053,GEO7729
CUS20054,GEO2614
CUS20055,GEO16782
CUS20056,GEO9214
CUS20057,GEO2919
CUS20058,GEO7061
CUS20059,GEO8819
CUS20060,GEO10709
CUS20061,GEO4172
CUS20062,GEO1067
CUS20063,GEO7448
CUS20064,GEO9447
CUS20065,GEO6532
CUS20066,GEO11958
CUS20067,GEO10168
CUS20068,GEO979
CUS20069,GEO6511
CUS20070,GEO2241
CUS20071,GEO7101
CUS20072,GEO150
CUS20073,GEO9316
CUS20074,GEO10540
CUS20075,GEO6600
CUS20076,GEO9398
CUS20077,GEO5067
CUS20078,GEO1538
CUS20079,GEO6705
CUS20080,GEO4499
CUS20081,GEO4368
CUS20082,GEO15753
CUS20083,GEO4504
CUS20084,GEO18377
CUS20085,GEO16556
CUS20086,GEO7844
CUS20087,GEO606
CUS20088,GEO6771
CUS20089,GEO17191
CUS20090,GEO14510
CUS20091,GEO12173
CUS20092,GEO7293
CUS20093,GEO3513
CUS20094,GEO6431
CUS20095,GEO1834
CUS20096,GEO2051
CUS20097,GEO6609
CUS20098,GEO12252
CUS20099,GEO6004
CUS20100,GEO2470
CUS20101,GEO7254
CUS20102,GEO16933
CUS20103,GEO18667
CUS20104,GEO4836
CUS20105,GEO8879
CUS20106,GEO16422
CUS20107,GEO8315
CUS20108,GEO6023
CUS20109,GEO18414
CUS20110,GEO211
CUS20111,GEO18474
CUS20112,GEO6085
CUS20113,GEO210
CUS20114,GEO956
CUS20115,GEO2312
CUS20116,GEO1593
CUS20117,GEO2367
CUS20118,GEO270
CUS20119,GEO5157
CUS20120,GEO7002
CUS20121,GEO3574
CUS20122,GEO8175
CUS20123,GEO4323
CUS20124,GEO17093
CUS20125,GEO6204
CUS20126,GEO10150
CUS20127,GEO14485
CUS20128,GEO2928
CUS20129,GEO17294
CUS20130,GEO1314
CUS20131,GEO9377
CUS20132,GEO4262
CUS20133,GEO18823
CUS20134,GEO8731
CUS20135,GEO7803
CUS20136,GEO5863
CUS20137,GEO9416
CUS20138,GEO9992
CUS20139,GEO7465
CUS20140,GEO18081
CUS20141,GEO7643
CUS20142,GEO9006
CUS20143,GEO12121
CUS20144,GEO14510
CUS20145,GEO18706
CUS20146,GEO8892
CUS20147,GEO201
CUS20148,GEO094
CUS20149,GEO5653
CUS20150,GEO6049
CUS20151,GEO6639
CUS20152,GEO8222
CUS20153,GEO14250
CUS20154,GEO16947
CUS20155,GEO3168
CUS20156,GEO16297
CUS20157,GEO3366
CUS20158,GEO2761
CUS20159,GEO7991
CUS20160,GEO10579
CUS20161,GEO8174
CUS20162,GEO6375
CUS20163,GEO5408
CUS20164,GEO5025
CUS20165,GEO6034
CUS20166,GEO1206
CUS20167,GEO18251
CUS20168,GEO4055
CUS20169,GEO3243
CUS20170,GEO7821
CUS20171,GEO17991
CUS20172,GEO7285
CUS20173,GEO16367
CUS20174,GEO6481
CUS20175,GEO2656
CUS20176,GEO2570
CUS20177,GEO11293
CUS20178,GEO7082
CUS20179,GEO8706
CUS20180,GEO10870
CUS20181,GEO3795
CUS20182,GEO10361
CUS20183,GEO16830
CUS20184,GEO1928
CUS20185,GEO4122
CUS20186,GEO968
CUS20187,GEO8245
CUS20188,GEO9433
CUS20189,GEO17268
CUS20190,GEO5649
CUS20191,GEO4856
CUS20192,GEO7012
CUS20193,GEO4507
CUS20194,GEO3917
CUS20195,GEO6583
CUS20196,GEO5455
CUS20197,GEO2444
CUS20198,GEO4803
CUS20199,GEO17919
CUS20200,GEO8914
CUS20201,GEO18852
CUS20202,GEO15725
CUS20203,GEO12898
CUS20204,GEO8944
CUS20205,GEO7309
CUS20206,GEO4822
CUS20207,GEO4954
CUS20208,GEO17631
CUS20209,GEO17981
CUS20210,GEO7407
CUS20211,GEO4562
CUS20212,GEO17804
CUS20213,GEO3427
CUS20214,GEO10570
CUS20215,GEO8302
CUS20216,GEO9386
CUS20217,GEO6620
CUS20218,GEO5251
CUS20219,GEO17948
CUS20220,GEO5028
CUS20221,GEO18016
CUS20222,GEO5760
CUS20223,GEO18721
CUS20224,GEO3998
CUS20225,GEO5565
CUS20226,GEO5335
CUS20227,GEO3918
CUS20228,GEO8939
CUS20229,GEO2945
CUS20230,GEO4860
CUS20231,GEO18632
CUS20232,GEO17719
CUS20233,GEO17674
CUS20234,GEO999
CUS20235,GEO8067
CUS20236,GEO9720
CUS20237,GEO16514
CUS20238,GEO11464
CUS20239,GEO088
CUS20240,GEO11871
CUS20241,GEO16571
CUS20242,GEO6867
CUS20243,GEO4843
CUS20244,GEO5103
CUS20245,GEO6588
CUS20246,GEO17473
CUS20247,GEO9963
CUS20248,GEO6377
CUS20249,GEO1676
CUS20250,GEO13693
CUS20251,GEO3545
CUS20252,GEO10062
CUS20253,GEO4929
CUS20254,GEO5683
CUS20255,GEO3820
CUS20256,GEO12201
CUS20257,GEO15516
CUS20258,GEO7543
CUS20259,GEO897
CUS20260,GEO1697
CUS20261,GEO4280
CUS20262,GEO18770
CUS20263,GEO5061
CUS20264,GEO3694
CUS20265,GEO5960
CUS20266,GEO4262
CUS20267,GEO1675
CUS20268,GEO7841
CUS20269,GEO6646
CUS20270,GEO1345
CUS20271,GEO4331
CUS20272,GEO4132
CUS20273,GEO16668
CUS20274,GEO3587
CUS20275,GEO5788
CUS20276,GEO3793
CUS20277,GEO3559
CUS20278,GEO5353
CUS20279,GEO8846
CUS20280,GEO16556
CUS20281,GEO5102
CUS20282,GEO7662
CUS20283,GEO1293
CUS20284,GEO17225
CUS20285,GEO417
CUS20286,GEO9721
CUS20287,GEO16754
CUS20288,GEO933
CUS20289,GEO8062
CUS20290,GEO4943
CUS20291,GEO9240
CUS20292,GEO5254
CUS20293,GEO9537
CUS20294,GEO16316
CUS20295,GEO12142
CUS20296,GEO1734
CUS20297,GEO16571
CUS20298,GEO8904
CUS20299,GEO17492
CUS20300,GEO7702
CUS20301,GEO9581
CUS20302,GEO466
CUS20303,GEO4310
CUS20304,GEO6316
CUS20305,GEO6326
CUS20306,GEO6867
CUS20307,GEO10594
CUS20308,GEO11099
CUS20309,GEO8351
CUS20310,GEO5061
CUS20311,GEO6695
CUS20312,GEO13346
CUS20313,GEO1933
CUS20314,GEO7772
CUS20315,GEO17686
CUS20316,GEO611
CUS20317,GEO18707
CUS20318,GEO2962
CUS20319,GEO9662
CUS20320,GEO9257
CUS20321,GEO3209
CUS20322,GEO13692
CUS20323,GEO13466
CUS20324,GEO1772
CUS20325,GEO171
CUS20326,GEO14357
CUS20327,GEO4824
CUS20328,GEO12865
CUS20329,GEO16938
CUS20330,GEO17939
CUS20331,GEO4496
CUS20332,GEO6264
CUS20333,GEO4631
CUS20334,GEO18005
CUS20335,GEO11233
CUS20336,GEO5771
CUS20337,GEO17366
CUS20338,GEO2694
CUS20339,GEO14983
CUS20340,GEO6747
CUS20341,GEO17671
CUS20342,GEO8126
CUS20343,GEO13664
CUS20344,GEO8944
CUS20345,GEO9332
CUS20346,GEO11672
CUS20347,GEO17887
CUS20348,GEO1675
CUS20349,GEO382
CUS20350,GEO5020
CUS20351,GEO5897
CUS20352,GEO5033
CUS20353,GEO6026
CUS20354,GEO5848
CUS20355,GEO5975
CUS20356,GEO8097
CUS20357,GEO13013
CUS20358,GEO10301
CUS20359,GEO574
CUS20360,GEO6355
CUS20361,GEO17004
CUS20362,GEO8379
CUS20363,GEO6380
CUS20364,GEO10622
CUS20365,GEO10616
CUS20366,GEO7818
CUS20367,GEO8741
CUS20368,GEO4742
CUS20369,GEO14702
CUS20370,GEO17647
CUS20371,GEO17933
CUS20372,GEO4326
CUS20373,GEO11639
CUS20374,GEO1980
CUS20375,GEO732
CUS20376,GEO1262
CUS20377,GEO4360
CUS20378,GEO3495
CUS20379,GEO4697
CUS20380,GEO4826
CUS20381,GEO17345
CUS20382,GEO4862
CUS20383,GEO2443
CUS20384,GEO16916
CUS20385,GEO6511
CUS20386,GEO8655
CUS20387,GEO2701
CUS20388,GEO4317
CUS20389,GEO3190
CUS20390,GEO16504
CUS20391,GEO4219
CUS20392,GEO6423
CUS20393,GEO4791
CUS20394,GEO1675
CUS20395,GEO17490
CUS20396,GEO2047
CUS20397,GEO8897
CUS20398,GEO2330
CUS20399,GEO6584
CUS20400,GEO16335
CUS20401,GEO3048
CUS20402,GEO15426
CUS20403,GEO10200
CUS20404,GEO16214
CUS20405,GEO5307
CUS20406,GEO5871
CUS20407,GEO8839
CUS20408,GEO8088
CUS20409,GEO5145
CUS20410,GEO164
CUS20411,GEO6134
CUS20412,GEO9024
CUS20413,GEO16300
CUS20414,GEO10566
CUS20415,GEO2522
CUS20416,GEO18741
CUS20417,GEO10271
CUS20418,GEO6326
CUS20419,GEO7612
CUS20420,GEO15981
CUS20421,GEO4412
CUS20422,GEO4926
CUS20423,GEO12476
CUS20424,GEO113
CUS20425,GEO1805
CUS20426,GEO14599
CUS20427,GEO14204
CUS20428,GEO6647
CUS20429,GEO4606
CUS20430,GEO15296
CUS20431,GEO8992
CUS20432,GEO16906
CUS20433,GEO9373
CUS20434,GEO1913
CUS20435,GEO1400
CUS20436,GEO15111
CUS20437,GEO2975
CUS20438,GEO5388
CUS20439,GEO4357
CUS20440,GEO15735
CUS20441,GEO9350
CUS20442,GEO4009
CUS20443,GEO16062
CUS20444,GEO17740
CUS20445,GEO9931
CUS20446,GEO122
CUS20447,GEO4677
CUS20448,GEO7677
CUS20449,GEO18055
CUS20450,GEO8563
CUS20451,GEO2139
CUS20452,GEO13391
CUS20453,GEO6575
CUS20454,GEO6194
CUS20455,GEO16403
CUS20456,GEO9086
CUS20457,GEO2374
CUS20458,GEO10135
CUS20459,GEO5006
CUS20460,GEO4049
CUS20461,GEO11674
CUS20462,GEO3359
CUS20463,GEO2228
CUS20464,GEO18048
CUS20465,GEO4529
CUS20466,GEO5846
CUS20467,GEO3771
CUS20468,GEO6121
CUS20469,GEO4124
CUS20470,GEO9735
CUS20471,GEO4863
CUS20472,GEO14646
CUS20473,GEO4642
CUS20474,GEO4137
CUS20475,GEO17910
CUS20476,GEO15535
CUS20477,GEO4258
CUS20478,GEO2626
CUS20479,GEO12589
CUS20480,GEO10270
CUS20481,GEO5568
CUS20482,GEO18823
CUS20483,GEO1357
CUS20484,GEO2081
CUS20485,GEO5370
CUS20486,GEO12718
CUS20487,GEO18086
CUS20488,GEO18344
CUS20489,GEO4085
CUS20490,GEO3128
CUS20491,GEO14710
CUS20492,GEO4623
CUS20493,GEO6599
CUS20494,GEO6638
CUS20495,GEO7758
CUS20496,GEO11092
CUS20497,GEO16238
CUS20498,GEO7946
CUS20499,GEO9381
CUS20500,GEO14371
CUS20501,GEO17921
CUS20502,GEO6442
CUS20503,GEO4972
CUS20504,GEO12081
CUS20505,GEO3997
CUS20506,GEO15471
CUS20507,GEO6035
CUS20508,GEO9337
CUS20509,GEO4965
CUS20510,GEO1813
CUS20511,GEO11190
CUS20512,GEO1083
CUS20513,GEO6604
CUS20514,GEO2994
CUS20515,GEO7718
CUS20516,GEO5016
CUS20517,GEO8963
CUS20518,GEO7975
CUS20519,GEO4982
CUS20520,GEO9027
CUS20521,GEO5880
CUS20522,GEO4906
CUS20523,GEO14173
CUS20524,GEO17434
CUS20525,GEO046
CUS20526,GEO3498
CUS20527,GEO11658
CUS20528,GEO7841
CUS20529,GEO9581
CUS20530,GEO5077
CUS20531,GEO9183
CUS20532,GEO4529
CUS20533,GEO17090
CUS20534,GEO814
CUS20535,GEO4094
CUS20536,GEO006
CUS20537,GEO8964
CUS20538,GEO14485
CUS20539,GEO882
CUS20540,GEO10208
CUS20541,GEO9449
CUS20542,GEO4670
CUS20543,GEO16895
CUS20544,GEO6777
CUS20545,GEO6840
CUS20546,GEO16823
CUS20547,GEO3798
CUS20548,GEO17877
CUS20549,GEO16253
CUS20550,GEO7212
CUS20551,GEO18537
CUS20552,GEO607
CUS20553,GEO8301
CUS20554,GEO12798
CUS20555,GEO13466
CUS20556,GEO3788
CUS20557,GEO3853
CUS20558,GEO196
CUS20559,GEO3658
CUS20560,GEO6348
CUS20561,GEO9433
CUS20562,GEO6735
CUS20563,GEO7063
CUS20564,GEO1526
CUS20565,
CUS20566,GEO14216
CUS20567,GEO4787
CUS20568,GEO2502
CUS20569,GEO592
CUS20570,GEO4110
CUS20571,GEO18174
CUS20572,GEO14511
CUS20573,GEO10252
CUS20574,GEO009
CUS20575,GEO17741
CUS20576,GEO4507
CUS20577,GEO8593
CUS20578,GEO3959
CUS20579,GEO17319
CUS20580,GEO5993
CUS20581,GEO14770
CUS20582,GEO4338
CUS20583,GEO18314
CUS20584,GEO3349
CUS20585,GEO14940
CUS20586,GEO11620
CUS20587,GEO14808
CUS20588,GEO7115
CUS20589,GEO8187
CUS20590,GEO3486
CUS20591,GEO18482
CUS20592,GEO6885
CUS20593,GEO276
CUS20594,GEO2187
CUS20595,GEO8886
CUS20596,GEO16778
CUS20597,GEO4841
CUS20598,GEO4507
CUS20599,GEO14268
CUS20600,GEO14558
CUS20601,GEO7050
CUS20602,GEO4526
CUS20603,GEO2293
CUS20604,GEO18172
CUS20605,GEO3511
CUS20606,GEO7981
CUS20607,GEO6377
CUS20608,GEO8193
CUS20609,GEO17946
CUS20610,GEO140
CUS20611,GEO3869
CUS20612,GEO8247
CUS20613,GEO5928
CUS20614,GEO15836
CUS20615,GEO6389
CUS20616,GEO285
CUS20617,GEO5437
CUS20618,GEO8913
CUS20619,GEO6420
CUS20620,GEO7529
CUS20621,GEO3994
CUS20622,GEO9071
CUS20623,GEO10314
CUS20624,GEO10648
CUS20625,GEO5277
CUS20626,GEO16309
CUS20627,GEO4997
CUS20628,GEO2126
CUS20629,GEO6795
CUS20630,GEO8123
CUS20631,GEO1925
CUS20632,GEO17759
CUS20633,GEO5729
CUS20634,GEO517
CUS20635,GEO8229
CUS20636,GEO4591
CUS20637,GEO367
CUS20638,GEO4323
CUS20639,GEO7251
CUS20640,GEO8835
CUS20641,GEO7309
CUS20642,GEO4511
CUS20643,GEO13801
CUS20644,GEO7623
CUS20645,GEO17423
CUS20646,GEO4031
CUS20647,GEO4903
CUS20648,GEO5167
CUS20649,GEO6604
CUS20650,GEO11213
CUS20651,GEO11197
CUS20652,GEO17900
CUS20653,GEO1276
CUS20654,GEO6960
CUS20655,GEO12007
CUS20656,GEO11082
CUS20657,GEO5671
CUS20658,GEO4271
CUS20659,GEO14341
CUS20660,GEO4123
CUS20661,GEO5710
CUS20662,GEO1194
CUS20663,GEO8980
CUS20664,GEO16265
CUS20665,GEO6696
CUS20666,GEO3220
CUS20667,GEO6592
CUS20668,GEO18403
CUS20669,GEO3777
CUS20670,GEO6646
CUS20671,GEO12274
CUS20672,GEO17646
CUS20673,GEO17638
CUS20674,GEO1066
CUS20675,GEO4099
CUS20676,GEO119
CUS20677,GEO1657
CUS20678,GEO6511
CUS20679,GEO2640
CUS20680,GEO1310
CUS20681,GEO8316
CUS20682,GEO13761
CUS20683,GEO12391
CUS20684,GEO13699
CUS20685,GEO7118
CUS20686,GEO8608
CUS20687,GEO3170
CUS20688,GEO6625
CUS20689,GEO9006
CUS20690,GEO9275
CUS20691,GEO7093
CUS20692,GEO4589
CUS20693,GEO7448
CUS20694,GEO9529
CUS20695,GEO7529
CUS20696,GEO17593
CUS20697,GEO5351
CUS20698,GEO17659
CUS20699,GEO7019
CUS20700,GEO17895
CUS20701,GEO15559
CUS20702,GEO4602
CUS20703,GEO5437
CUS20704,GEO3775
CUS20705,GEO17350
CUS20706,GEO1055
CUS20707,GEO14265
CUS20708,GEO498
CUS20709,GEO7458
CUS20710,GEO6388
CUS20711,GEO18293
CUS20712,GEO2179
CUS20713,GEO7186
CUS20714,GEO6724
CUS20715,GEO9498
CUS20716,GEO11362
CUS20717,GEO5518
CUS20718,GEO2409
CUS20719,GEO10757
CUS20720,GEO786
CUS20721,GEO11389
CUS20722,GEO4265
CUS20723,GEO6595
CUS20724,GEO12532
CUS20725,GEO13687
CUS20726,GEO5379
CUS20727,GEO10186
CUS20728,GEO2595
CUS20729,GEO4577
CUS20730,GEO8729
CUS20731,GEO5089
CUS20732,GEO6836
CUS20733,GEO2004
CUS20734,GEO5492
CUS20735,GEO16710
CUS20736,GEO8815
CUS20737,GEO4171
CUS20738,GEO7198
CUS20739,GEO8754
CUS20740,GEO4237
CUS20741,GEO17842
CUS20742,GEO8212
CUS20743,GEO6874
CUS20744,GEO4424
CUS20745,GEO3636
CUS20746,GEO14352
CUS20747,GEO4369
CUS20748,GEO8741
CUS20749,GEO18388
CUS20750,GEO11848
CUS20751,GEO18538
CUS20752,GEO4839
CUS20753,GEO209
CUS20754,GEO6391
CUS20755,GEO16158
CUS20756,GEO6625
CUS20757,GEO17268
CUS20758,GEO7582
CUS20759,GEO14542
CUS20760,GEO14265
CUS20761,GEO5181
CUS20762,GEO9607
CUS20763,GEO1927
CUS20764,GEO8065
CUS20765,GEO6580
CUS20766,GEO6119
CUS20767,GEO16809
CUS20768,GEO8580
CUS20769,GEO9497
CUS20770,GEO6842
CUS20771,GEO3904
CUS20772,GEO3260
CUS20773,GEO14485
CUS20774,GEO3163
CUS20775,GEO1751
CUS20776,GEO4789
CUS20777,GEO2003
CUS20778,GEO7775
CUS20779,GEO1512
CUS20780,GEO11237
CUS20781,GEO15271
CUS20782,GEO3792
CUS20783,GEO5421
CUS20784,GEO9543
CUS20785,GEO6367
CUS20786,GEO3666
CUS20787,GEO15943
CUS20788,GEO4368
CUS20789,GEO4369
CUS20790,GEO8360
CUS20791,GEO9981
CUS20792,GEO9495
CUS20793,GEO12950
CUS20794,GEO6595
CUS20795,GEO5154
CUS20796,GEO8270
CUS20797,GEO17673
CUS20798,GEO12024
CUS20799,GEO6985
CUS20800,GEO17109
CUS20801,GEO7626
CUS20802,GEO17399
CUS20803,GEO12978
CUS20804,GEO8430
CUS20805,GEO6165
CUS20806,GEO9943
CUS20807,GEO8812
CUS20808,GEO122
CUS20809,GEO7072
CUS20810,GEO13303
CUS20811,GEO7121
CUS20812,GEO5347
CUS20813,GEO6477
CUS20814,GEO9978
CUS20815,GEO4276
CUS20816,GEO4024
CUS20817,GEO7202
CUS20818,GEO11088
CUS20819,GEO2034
CUS20820,GEO17895
CUS20821,GEO4890
CUS20822,GEO16439
CUS20823,GEO3049
CUS20824,GEO2707
CUS20825,GEO7909
CUS20826,GEO17919
CUS20827,GEO5302
CUS20828,GEO6480
CUS20829,GEO4408
CUS20830,GEO3795
CUS20831,GEO5486
CUS20832,GEO16509
CUS20833,GEO3982
CUS20834,GEO9687
CUS20835,GEO14865
CUS20836,GEO2149
CUS20837,GEO3815
CUS20838,GEO18502
CUS20839,GEO6601
CUS20840,GEO6650
CUS20841,GEO11646
CUS20842,GEO3277
CUS20843,GEO9537
CUS20844,GEO13698
CUS20845,GEO13601
CUS20846,GEO075
CUS20847,GEO9240
CUS20848,GEO4925
CUS20849,GEO13581
CUS20850,GEO16755
CUS20851,GEO10970
CUS20852,GEO6097
CUS20853,GEO6514
CUS20854,GEO3240
CUS20855,GEO6806
CUS20856,GEO17094
CUS20857,GEO10678
CUS20858,GEO3854
CUS20859,GEO17914
CUS20860,GEO3772
CUS20861,GEO16475
CUS20862,GEO4265
CUS20863,GEO9550
CUS20864,GEO9016
CUS20865,GEO16782
CUS20866,GEO10252
CUS20867,GEO948
CUS20868,GEO1693
CUS20869,GEO6389
CUS20870,GEO5875
CUS20871,GEO4745
CUS20872,GEO3791
CUS20873,GEO1979
CUS20874,GEO8188
CUS20875,GEO7656
CUS20876,GEO1078
CUS20877,GEO5174
CUS20878,GEO18054
CUS20879,GEO6576
CUS20880,GEO3114
CUS20881,GEO5087
CUS20882,GEO10173
CUS20883,GEO6272
CUS20884,GEO12585
CUS20885,GEO7704
CUS20886,GEO10548
CUS20887,GEO10200
CUS20888,GEO11037
CUS20889,GEO7835
CUS20890,GEO8963
CUS20891,GEO8731
CUS20892,GEO4917
CUS20893,GEO15810
CUS20894,GEO4503
CUS20895,GEO6598
CUS20896,GEO8065
CUS20897,GEO2303
CUS20898,GEO15316
CUS20899,GEO8972
CUS20900,GEO6458
CUS20901,GEO18348
CUS20902,GEO4297
CUS20903,GEO6670
CUS20904,GEO2835
CUS20905,GEO7839
CUS20906,GEO5568
CUS20907,GEO6855
CUS20908,GEO3572
CUS20909,GEO3930
CUS20910,GEO15968
CUS20911,GEO4328
CUS20912,GEO10191
CUS20913,GEO6435
CUS20914,GEO7172
CUS20915,GEO008
CUS20916,GEO7515
CUS20917,GEO11755
CUS20918,GEO9447
CUS20919,GEO2087
CUS20920,GEO14282
CUS20921,GEO5760
CUS20922,GEO8878
CUS20923,GEO7112
CUS20924,GEO11860
CUS20925,GEO5103
CUS20926,GEO4380
CUS20927,GEO8315
CUS20928,GEO3972
CUS20929,GEO6401
CUS20930,GEO15939
CUS20931,GEO4924
CUS20932,GEO18914
CUS20933,GEO6139
CUS20934,GEO16273
CUS20935,GEO5953
CUS20936,GEO14364
CUS20937,GEO4924
CUS20938,GEO8092
CUS20939,GEO5405
CUS20940,GEO17749
CUS20941,GEO17421
CUS20942,GEO13072
CUS20943,GEO6142
CUS20944,GEO325
CUS20945,GEO4414
CUS20946,GEO7786
CUS20947,GEO6394
CUS20948,GEO18397
CUS20949,GEO6873
CUS20950,GEO7470
CUS20951,GEO6687
CUS20952,GEO4806
CUS20953,GEO18301
CUS20954,GEO4637
CUS20955,GEO6735
CUS20956,GEO5444
CUS20957,GEO3282
CUS20958,GEO7648
CUS20959,GEO7094
CUS20960,GEO7702
CUS20961,GEO1532
CUS20962,GEO5708
CUS20963,GEO17756
CUS20964,GEO8290
CUS20965,GEO168
CUS20966,GEO5783
CUS20967,GEO14588
CUS20968,GEO6629
CUS20969,GEO6470
CUS20970,GEO15825
CUS20971,GEO1446
CUS20972,GEO15487
CUS20973,GEO2694
CUS20974,GEO9500
CUS20975,GEO9602
CUS20976,GEO15819
CUS20977,GEO9558
CUS20978,GEO6131
CUS20979,GEO800
CUS20980,GEO6398
CUS20981,GEO16324
CUS20982,GEO6742
CUS20983,GEO4863
CUS20984,GEO12718
CUS20985,GEO1674
CUS20986,GEO2327
CUS20987,GEO7290
CUS20988,GEO6715
CUS20989,GEO17280
CUS20990,GEO9608
CUS20991,GEO10034
CUS20992,GEO12932
CUS20993,GEO3112
CUS20994,GEO14661
CUS20995,GEO13454
CUS20996,GEO4975
CUS20997,GEO18267
CUS20998,GEO3197
CUS20999,GEO17699
CUS21000,GEO16399
CUS21001,GEO839
CUS21002,GEO14877
CUS21003,GEO8118
CUS21004,GEO5049
CUS21005,GEO4669
CUS21006,GEO11662
CUS21007,GEO17752
CUS21008,GEO6442
CUS21009,GEO4956
CUS21010,GEO6745
CUS21011,GEO6642
CUS21012,GEO4359
CUS21013,GEO6481
CUS21014,GEO6723
CUS21015,GEO17905
CUS21016,GEO304
CUS21017,GEO10693
CUS21018,GEO9337
CUS21019,GEO4179
CUS21020,GEO6975
CUS21021,GEO6004
CUS21022,GEO8430
CUS21023,GEO4536
CUS21024,GEO5121
CUS21025,GEO18400
CUS21026,GEO8064
CUS21027,GEO009
CUS21028,GEO3274
CUS21029,GEO6664
CUS21030,GEO8188
CUS21031,GEO10730
CUS21032,GEO5097
CUS21033,GEO6848
CUS21034,GEO14534
CUS21035,GEO16568
CUS21036,GEO14805
CUS21037,GEO6055
CUS21038,GEO13200
CUS21039,GEO16085
CUS21040,GEO9083
CUS21041,GEO9473
CUS21042,GEO15759
CUS21043,GEO1762
CUS21044,GEO5477
CUS21045,GEO4366
CUS21046,GEO5466
CUS21047,GEO4828
