orderpayment_id_pref,order_id_pref,payment_sequential,payment_type,payment_installments,payment_value
PAY26403,ORD6342,1,boleto,1,52.83
PAY26404,ORD98405,1,credit_card,5,80.11
PAY26405,ORD59763,1,credit_card,4,201.33
PAY26406,ORD80804,1,credit_card,3,144.56
PAY26407,ORD84577,1,credit_card,1,67.59
PAY26408,ORD82217,1,credit_card,3,41.78
PAY26409,ORD45455,1,credit_card,1,52.53
PAY26410,ORD503,1,credit_card,8,197.87
PAY26411,ORD72154,1,credit_card,1,128.53
PAY26412,ORD37039,1,credit_card,1,81.62
PAY26413,ORD3019,1,credit_card,1,48.78
PAY26414,ORD9218,1,credit_card,1,142.02
PAY26415,ORD66355,1,credit_card,4,46.51
PAY26416,ORD57138,1,credit_card,10,317.31
PAY26417,ORD71047,1,credit_card,1,32.38
PAY26418,ORD830,1,credit_card,1,54.33
PAY26419,ORD2535,1,boleto,1,128.83
PAY26420,ORD88477,1,credit_card,3,98.82
PAY26421,ORD6536,1,credit_card,4,141.72
PAY26422,ORD11116,2,voucher,1,34.54
PAY26423,ORD18210,1,boleto,1,60.2
PAY26424,ORD15331,1,credit_card,2,155.14
PAY26425,ORD58921,1,credit_card,1,72.15
PAY26426,ORD19263,1,credit_card,1,172.33
PAY26427,ORD68552,1,debit_card,1,87.18
PAY26428,ORD86282,1,credit_card,3,35.95
PAY26429,ORD89644,1,credit_card,2,229.34
PAY26430,ORD90458,1,credit_card,5,57.72
PAY26431,ORD70816,1,credit_card,2,143.06
PAY26432,ORD67800,1,credit_card,5,172.51
PAY26433,ORD86437,1,credit_card,4,124.69
PAY26434,ORD82508,1,credit_card,1,90.17
PAY26435,ORD37340,1,credit_card,10,189.42
PAY26436,ORD6950,1,credit_card,4,95.22
PAY26437,ORD43101,1,credit_card,2,128.1
PAY26438,ORD36343,1,credit_card,1,45.78
PAY26439,ORD52070,1,credit_card,2,23.0
PAY26440,ORD85596,1,boleto,1,79.56
PAY26441,ORD96682,1,credit_card,1,137.26
PAY26442,ORD91757,1,boleto,1,111.33
PAY26443,ORD93589,1,credit_card,4,195.91
PAY26444,ORD94938,1,credit_card,4,99.43
PAY26445,ORD56407,1,credit_card,2,61.69
PAY26446,ORD36513,1,credit_card,1,61.75
PAY26447,ORD26614,1,boleto,1,45.09
PAY26448,ORD1259,1,credit_card,1,88.27
PAY26449,ORD91126,1,credit_card,10,666.34
PAY26450,ORD4890,1,credit_card,7,102.23
PAY26451,ORD91478,1,credit_card,8,102.03
PAY26452,ORD34208,1,credit_card,10,146.96
PAY26453,ORD73546,1,credit_card,2,117.96
PAY26454,ORD85799,1,credit_card,6,159.14
PAY26455,ORD63599,1,credit_card,7,97.61
PAY26456,ORD93523,1,credit_card,1,82.22
PAY26457,ORD90224,1,credit_card,1,36.69
PAY26458,ORD74515,1,boleto,1,173.84
PAY26459,ORD23983,1,credit_card,3,213.91
PAY26460,ORD14469,1,credit_card,1,79.84
PAY26461,ORD74204,1,credit_card,1,37.88
PAY26462,ORD57809,1,boleto,1,87.64
PAY26463,ORD76924,1,voucher,1,133.9
PAY26464,ORD69650,1,credit_card,10,364.89
PAY26465,ORD75080,1,boleto,1,735.0
PAY26466,ORD55885,1,credit_card,4,255.91
PAY26467,ORD28672,1,credit_card,2,237.78
PAY26468,ORD83878,1,credit_card,5,520.65
PAY26469,ORD24685,1,credit_card,8,174.4
PAY26470,ORD16592,1,credit_card,2,73.34
PAY26471,ORD36501,1,boleto,1,54.72
PAY26472,ORD18065,1,boleto,1,87.16
PAY26473,ORD44486,1,credit_card,2,107.55
PAY26474,ORD37916,1,credit_card,3,97.87
PAY26475,ORD30236,3,voucher,1,25.0
PAY26476,ORD28014,1,credit_card,1,9.89
PAY26477,ORD67664,1,credit_card,2,69.24
PAY26478,ORD28406,1,boleto,1,86.73
PAY26479,ORD51332,1,credit_card,1,99.15
PAY26480,ORD36396,1,credit_card,2,51.75
PAY26481,ORD7455,1,credit_card,2,67.63
PAY26482,ORD86802,1,credit_card,1,136.6
PAY26483,ORD50188,1,credit_card,1,65.0
PAY26484,ORD58125,1,credit_card,4,88.5
PAY26485,ORD82792,1,credit_card,1,44.37
PAY26486,ORD96111,1,credit_card,1,35.85
PAY26487,ORD35067,1,credit_card,10,205.84
PAY26488,ORD96222,1,credit_card,10,336.94
PAY26489,ORD88629,1,boleto,1,132.16
PAY26490,ORD16865,1,credit_card,6,187.65
PAY26491,ORD77965,1,boleto,1,96.01
PAY26492,ORD23716,1,credit_card,4,215.14
PAY26493,ORD21552,2,voucher,1,655.16
PAY26494,ORD57552,1,credit_card,2,157.88
PAY26495,ORD18241,1,voucher,1,57.7
PAY26496,ORD16517,1,voucher,1,72.66
PAY26497,ORD66286,1,credit_card,4,105.74
PAY26498,ORD54941,1,boleto,1,133.76
PAY26499,ORD80371,1,boleto,1,115.0
PAY26500,ORD30762,1,credit_card,1,72.43
PAY26501,ORD83828,1,credit_card,1,38.22
PAY26502,ORD39025,1,credit_card,2,53.9
PAY26503,ORD24085,1,voucher,1,102.38
PAY26504,ORD35197,1,boleto,1,80.11
PAY26505,ORD79635,1,credit_card,5,59.09
PAY26506,ORD6811,1,credit_card,5,183.86
PAY26507,ORD13677,1,credit_card,1,301.38
PAY26508,ORD57021,1,credit_card,5,150.98
PAY26509,ORD69136,1,credit_card,1,152.68
PAY26510,ORD27826,1,boleto,1,47.0
PAY26511,ORD50927,1,credit_card,4,47.58
PAY26512,ORD14261,1,credit_card,3,51.59
PAY26513,ORD78777,1,credit_card,1,94.71
PAY26514,ORD94460,1,credit_card,3,356.76
PAY26515,ORD26470,1,credit_card,4,95.91
PAY26516,ORD50942,1,boleto,1,171.29
PAY26517,ORD79085,1,credit_card,7,147.64
PAY26518,ORD57757,1,credit_card,1,35.09
PAY26519,ORD30527,1,boleto,1,162.02
PAY26520,ORD98255,1,credit_card,6,118.02
PAY26521,ORD7701,1,credit_card,4,199.49
PAY26522,ORD61460,1,credit_card,5,212.83
PAY26523,ORD96276,1,credit_card,8,531.42
PAY26524,ORD36444,1,credit_card,4,103.07
PAY26525,ORD81270,1,credit_card,1,50.51
PAY26526,ORD6785,2,voucher,1,13.63
PAY26527,ORD69736,1,credit_card,3,68.66
PAY26528,ORD80021,1,credit_card,1,66.22
PAY26529,ORD97844,2,voucher,1,14.79
PAY26530,ORD952,1,credit_card,4,78.42
PAY26531,ORD6644,1,boleto,1,131.44
PAY26532,ORD76352,4,voucher,1,18.93
PAY26533,ORD74502,1,credit_card,2,74.89
PAY26534,ORD14415,1,credit_card,8,268.84
PAY26535,ORD11087,1,credit_card,8,321.78
PAY26536,ORD67497,1,credit_card,1,45.0
PAY26537,ORD56734,1,boleto,1,190.53
PAY26538,ORD63813,1,credit_card,8,178.52
PAY26539,ORD20034,1,credit_card,10,321.91
PAY26540,ORD706,1,boleto,1,40.0
PAY26541,ORD85427,1,credit_card,1,38.28
PAY26542,ORD57532,1,boleto,1,339.45
PAY26543,ORD41275,1,credit_card,3,207.57
PAY26544,ORD48841,1,credit_card,2,168.88
PAY26545,ORD35521,1,credit_card,6,105.28
PAY26546,ORD49667,1,credit_card,6,65.11
PAY26547,ORD49297,1,credit_card,2,127.26
PAY26548,ORD17142,1,credit_card,5,160.57
PAY26549,ORD80648,1,credit_card,1,216.15
PAY26550,ORD40632,1,credit_card,1,30.85
PAY26551,ORD30174,1,credit_card,1,112.71
PAY26552,ORD11177,1,credit_card,1,70.38
PAY26553,ORD79695,1,credit_card,4,99.9
PAY26554,ORD66879,1,credit_card,1,220.66
PAY26555,ORD54778,1,credit_card,1,106.37
PAY26556,ORD65568,1,boleto,1,31.75
PAY26557,ORD87690,1,debit_card,1,69.44
PAY26558,ORD84511,1,credit_card,10,1070.68
PAY26559,ORD29088,1,boleto,1,165.7
PAY26560,ORD68897,1,credit_card,1,87.71
PAY26561,ORD36291,1,boleto,1,110.0
PAY26562,ORD26839,1,credit_card,5,336.27
PAY26563,ORD88619,1,credit_card,2,75.28
PAY26564,ORD99354,1,credit_card,1,49.34
PAY26565,ORD51714,1,credit_card,1,82.86
PAY26566,ORD8957,1,credit_card,5,86.73
PAY26567,ORD57054,1,credit_card,1,51.69
PAY26568,ORD95365,1,boleto,1,187.56
PAY26569,ORD16341,1,credit_card,3,141.76
PAY26570,ORD30232,1,boleto,1,72.14
PAY26571,ORD12303,1,credit_card,5,287.76
PAY26572,ORD70823,1,credit_card,1,102.74
PAY26573,ORD91601,1,credit_card,1,33.09
PAY26574,ORD61350,1,credit_card,1,35.75
PAY26575,ORD62380,1,credit_card,1,37.24
PAY26576,ORD393,1,credit_card,3,205.26
PAY26577,ORD84082,1,credit_card,1,35.61
PAY26578,ORD40468,1,credit_card,8,559.26
PAY26579,ORD6356,1,credit_card,5,58.45
PAY26580,ORD97792,1,credit_card,3,31.21
PAY26581,ORD40621,1,credit_card,1,27.77
PAY26582,ORD50572,1,credit_card,7,141.73
PAY26583,ORD97886,1,boleto,1,98.7
PAY26584,ORD57486,1,boleto,1,171.16
PAY26585,ORD69743,1,credit_card,7,163.75
PAY26586,ORD89615,1,credit_card,1,89.67
PAY26587,ORD53770,1,credit_card,5,134.14
PAY26588,ORD41935,1,credit_card,6,435.6
PAY26589,ORD3154,1,credit_card,1,204.07
PAY26590,ORD61175,1,credit_card,1,42.47
PAY26591,ORD51776,1,credit_card,10,818.4
PAY26592,ORD30239,1,credit_card,8,352.21
PAY26593,ORD91961,1,boleto,1,287.84
PAY26594,ORD73816,1,credit_card,2,45.48
PAY26595,ORD3605,1,credit_card,3,135.59
PAY26596,ORD57300,1,credit_card,1,24.19
PAY26597,ORD53042,1,boleto,1,26.0
PAY26598,ORD90786,1,boleto,1,187.41
PAY26599,ORD63653,1,boleto,1,163.29
PAY26600,ORD98899,1,credit_card,1,319.11
PAY26601,ORD48136,1,credit_card,2,81.63
PAY26602,ORD28337,1,credit_card,2,26.39
PAY26603,ORD51869,1,credit_card,7,140.28
PAY26604,ORD17746,1,credit_card,1,45.09
PAY26605,ORD83669,1,credit_card,1,123.61
PAY26606,ORD98318,1,credit_card,1,214.14
PAY26607,ORD49170,1,credit_card,1,35.41
PAY26608,ORD17078,1,credit_card,1,33.94
PAY26609,ORD32397,1,credit_card,1,95.02
PAY26610,ORD11674,1,credit_card,10,196.32
PAY26611,ORD85667,1,credit_card,2,99.9
PAY26612,ORD4714,1,boleto,1,90.83
PAY26613,ORD41420,1,credit_card,5,50.64
PAY26614,ORD93994,1,credit_card,9,99.14
PAY26615,ORD42319,1,boleto,1,124.33
PAY26616,ORD61205,1,credit_card,1,27.38
PAY26617,ORD8332,2,voucher,1,100.0
PAY26618,ORD76561,1,credit_card,1,35.38
PAY26619,ORD6421,1,credit_card,2,158.75
PAY26620,ORD42735,1,credit_card,8,201.46
PAY26621,ORD235,1,credit_card,2,338.0
PAY26622,ORD78266,1,voucher,1,58.78
PAY26623,ORD11004,1,credit_card,4,120.2
PAY26624,ORD73431,1,credit_card,1,75.63
PAY26625,ORD84258,1,credit_card,8,664.15
PAY26626,ORD67369,1,credit_card,1,134.96
PAY26627,ORD35855,1,credit_card,10,314.7
PAY26628,ORD44178,1,boleto,1,28.75
PAY26629,ORD89353,1,credit_card,3,318.25
PAY26630,ORD77548,1,credit_card,3,76.17
PAY26631,ORD97346,1,credit_card,7,72.37
PAY26632,ORD49586,1,credit_card,6,73.34
PAY26633,ORD34910,1,credit_card,5,209.88
PAY26634,ORD37932,1,boleto,1,189.54
PAY26635,ORD48739,1,credit_card,1,48.34
PAY26636,ORD9814,1,boleto,1,164.33
PAY26637,ORD6891,1,credit_card,10,112.71
PAY26638,ORD94405,1,credit_card,4,666.68
PAY26639,ORD75732,1,credit_card,8,320.58
PAY26640,ORD73635,1,credit_card,1,34.77
PAY26641,ORD35157,1,credit_card,10,844.64
PAY26642,ORD3416,1,boleto,1,37.09
PAY26643,ORD65641,1,credit_card,2,125.85
PAY26644,ORD42231,1,credit_card,1,146.09
PAY26645,ORD45578,1,credit_card,1,69.94
PAY26646,ORD32350,1,boleto,1,62.44
PAY26647,ORD51551,1,credit_card,1,86.04
PAY26648,ORD42323,1,boleto,1,55.75
PAY26649,ORD71028,1,credit_card,10,118.26
PAY26650,ORD9580,1,boleto,1,344.12
PAY26651,ORD45043,1,credit_card,10,123.89
PAY26652,ORD49287,1,credit_card,2,142.92
PAY26653,ORD63012,1,credit_card,1,37.58
PAY26654,ORD45278,1,credit_card,2,136.71
PAY26655,ORD22620,1,credit_card,6,176.99
PAY26656,ORD34860,1,credit_card,1,138.6
PAY26657,ORD96932,1,credit_card,1,95.68
PAY26658,ORD17917,1,boleto,1,153.13
PAY26659,ORD70939,1,boleto,1,202.28
PAY26660,ORD54973,1,boleto,1,92.8
PAY26661,ORD37486,1,credit_card,8,85.65
PAY26662,ORD26554,1,credit_card,8,266.5
PAY26663,ORD89593,1,credit_card,10,204.12
PAY26664,ORD22435,1,credit_card,6,462.84
PAY26665,ORD11443,1,credit_card,1,134.12
PAY26666,ORD80378,1,credit_card,1,923.17
PAY26667,ORD64949,1,credit_card,3,90.67
PAY26668,ORD89178,1,credit_card,3,522.16
PAY26669,ORD5320,1,credit_card,6,325.92
PAY26670,ORD19010,1,credit_card,1,163.44
PAY26671,ORD39440,1,credit_card,10,261.38
PAY26672,ORD68848,1,credit_card,2,110.61
PAY26673,ORD26515,1,credit_card,10,134.03
PAY26674,ORD38609,1,credit_card,10,114.77
PAY26675,ORD19396,1,credit_card,1,98.03
PAY26676,ORD42958,1,credit_card,1,46.01
PAY26677,ORD79216,1,boleto,1,115.25
PAY26678,ORD5646,1,credit_card,4,96.88
PAY26679,ORD48991,1,credit_card,2,60.1
PAY26680,ORD64087,1,boleto,1,61.07
PAY26681,ORD48781,1,credit_card,5,397.34
PAY26682,ORD12728,1,credit_card,1,58.07
PAY26683,ORD66720,1,credit_card,5,92.25
PAY26684,ORD50580,1,credit_card,5,137.66
PAY26685,ORD4516,1,boleto,1,21.48
PAY26686,ORD92793,1,boleto,1,207.76
PAY26687,ORD98999,1,boleto,1,77.57
PAY26688,ORD1969,1,credit_card,10,157.41
PAY26689,ORD86840,1,credit_card,1,31.38
PAY26690,ORD15954,1,boleto,1,234.62
PAY26691,ORD13327,1,credit_card,1,76.02
PAY26692,ORD45881,1,credit_card,2,313.28
PAY26693,ORD15267,1,boleto,1,32.62
PAY26694,ORD37587,1,credit_card,1,72.86
PAY26695,ORD75313,1,credit_card,3,140.92
PAY26696,ORD78574,1,credit_card,3,101.12
PAY26697,ORD81893,1,debit_card,1,80.56
PAY26698,ORD12127,1,credit_card,1,40.0
PAY26699,ORD28656,1,credit_card,5,223.69
PAY26700,ORD391,1,boleto,1,87.58
PAY26701,ORD60793,1,credit_card,1,60.09
PAY26702,ORD26991,1,credit_card,2,111.89
PAY26703,ORD27598,1,credit_card,1,94.2
PAY26704,ORD70735,1,boleto,1,73.25
PAY26705,ORD22966,1,boleto,1,50.45
PAY26706,ORD55335,1,credit_card,3,97.13
PAY26707,ORD41725,1,credit_card,10,612.38
PAY26708,ORD41639,1,credit_card,3,88.34
PAY26709,ORD74049,1,credit_card,3,115.05
PAY26710,ORD25660,1,credit_card,8,147.36
PAY26711,ORD73478,1,credit_card,2,74.2
PAY26712,ORD71697,1,boleto,1,45.09
PAY26713,ORD75822,1,credit_card,10,409.0
PAY26714,ORD75171,1,boleto,1,99.9
PAY26715,ORD33790,1,credit_card,1,194.01
PAY26716,ORD59513,1,credit_card,6,843.66
PAY26717,ORD42789,1,credit_card,3,107.24
PAY26718,ORD46205,1,credit_card,1,50.5
PAY26719,ORD70084,1,credit_card,3,54.1
PAY26720,ORD24769,2,voucher,1,201.64
PAY26721,ORD63920,1,boleto,1,104.12
PAY26722,ORD47659,1,credit_card,1,42.06
PAY26723,ORD68410,1,credit_card,1,98.84
PAY26724,ORD99105,1,boleto,1,118.07
PAY26725,ORD62854,1,credit_card,6,157.35
PAY26726,ORD27879,1,boleto,1,398.84
PAY26727,ORD30994,1,credit_card,1,67.22
PAY26728,ORD43816,2,voucher,1,57.5
PAY26729,ORD27039,1,credit_card,7,1489.47
PAY26730,ORD70733,1,credit_card,3,177.98
PAY26731,ORD62470,1,boleto,1,479.86
PAY26732,ORD86527,1,credit_card,4,407.93
PAY26733,ORD58066,1,credit_card,1,86.44
PAY26734,ORD85027,1,credit_card,4,83.95
PAY26735,ORD34530,1,boleto,1,303.39
PAY26736,ORD35257,1,credit_card,1,105.38
PAY26737,ORD72623,1,boleto,1,53.61
PAY26738,ORD77126,1,credit_card,3,90.07
PAY26739,ORD46007,1,credit_card,2,30.36
PAY26740,ORD46214,1,credit_card,2,181.21
PAY26741,ORD69577,1,credit_card,10,162.24
PAY26742,ORD40932,1,credit_card,10,338.27
PAY26743,ORD15959,1,credit_card,4,111.82
PAY26744,ORD34728,1,credit_card,4,142.85
PAY26745,ORD97306,1,credit_card,1,73.18
PAY26746,ORD79615,1,credit_card,1,53.76
PAY26747,ORD86327,3,voucher,1,47.86
PAY26748,ORD32495,1,credit_card,4,106.29
PAY26749,ORD59844,1,credit_card,2,247.05
PAY26750,ORD56423,1,credit_card,1,149.57
PAY26751,ORD76871,1,credit_card,1,52.04
PAY26752,ORD47457,1,credit_card,2,117.1
PAY26753,ORD73150,1,credit_card,6,140.04
PAY26754,ORD40238,1,credit_card,3,102.96
PAY26755,ORD76740,1,credit_card,8,388.0
PAY26756,ORD85586,1,credit_card,1,63.79
PAY26757,ORD77806,1,credit_card,8,87.67
PAY26758,ORD5993,1,credit_card,6,131.4
PAY26759,ORD71183,1,credit_card,2,56.29
PAY26760,ORD97200,1,credit_card,1,48.69
PAY26761,ORD38117,1,credit_card,2,144.29
PAY26762,ORD68714,1,credit_card,1,119.58
PAY26763,ORD10288,1,credit_card,1,71.71
PAY26764,ORD55055,1,credit_card,1,53.86
PAY26765,ORD787,3,voucher,1,50.0
PAY26766,ORD6679,1,credit_card,1,77.77
PAY26767,ORD11138,1,credit_card,1,81.23
PAY26768,ORD25880,1,credit_card,6,137.8
PAY26769,ORD58384,1,credit_card,1,36.69
PAY26770,ORD14305,1,boleto,1,268.36
PAY26771,ORD12667,1,boleto,1,58.27
PAY26772,ORD31499,1,credit_card,1,188.94
PAY26773,ORD41751,1,credit_card,3,162.55
PAY26774,ORD63846,1,credit_card,1,142.54
PAY26775,ORD53001,1,credit_card,4,40.84
PAY26776,ORD42458,1,credit_card,6,67.79
PAY26777,ORD82495,1,credit_card,1,46.15
PAY26778,ORD44471,1,credit_card,1,44.42
PAY26779,ORD64747,1,credit_card,2,185.74
PAY26780,ORD53827,1,boleto,1,29.29
PAY26781,ORD11499,1,boleto,1,227.14
PAY26782,ORD16531,1,boleto,1,91.28
PAY26783,ORD22069,1,credit_card,10,152.04
PAY26784,ORD68187,1,credit_card,1,34.17
PAY26785,ORD97190,2,credit_card,4,600.0
PAY26786,ORD78626,1,credit_card,1,78.18
PAY26787,ORD45259,1,credit_card,1,187.22
PAY26788,ORD16832,1,credit_card,2,66.02
PAY26789,ORD87629,1,credit_card,1,87.16
PAY26790,ORD70704,1,boleto,1,33.78
PAY26791,ORD62897,1,credit_card,6,63.88
PAY26792,ORD47501,1,credit_card,2,101.14
PAY26793,ORD90099,1,boleto,1,199.26
PAY26794,ORD44940,1,credit_card,1,27.4
PAY26795,ORD90709,1,credit_card,3,188.39
PAY26796,ORD22392,1,boleto,1,113.3
PAY26797,ORD81932,1,boleto,1,203.31
PAY26798,ORD76591,1,boleto,1,56.01
PAY26799,ORD47861,1,credit_card,2,62.62
PAY26800,ORD93636,1,credit_card,1,54.62
PAY26801,ORD83262,1,credit_card,2,134.94
PAY26802,ORD53572,2,voucher,1,50.0
PAY26803,ORD17332,1,credit_card,5,119.29
PAY26804,ORD40620,1,boleto,1,35.69
PAY26805,ORD25216,1,credit_card,5,104.61
PAY26806,ORD28588,1,boleto,1,113.2
PAY26807,ORD9228,1,credit_card,4,218.01
PAY26808,ORD59965,1,credit_card,1,64.32
PAY26809,ORD74153,1,credit_card,6,186.1
PAY26810,ORD78790,1,credit_card,3,86.24
PAY26811,ORD67992,1,credit_card,5,236.28
PAY26812,ORD33125,1,boleto,1,85.14
PAY26813,ORD59598,1,credit_card,1,102.03
PAY26814,ORD79761,1,credit_card,1,216.15
PAY26815,ORD8944,1,credit_card,4,589.99
PAY26816,ORD1251,1,voucher,1,241.22
PAY26817,ORD44497,1,credit_card,5,118.87
PAY26818,ORD78819,1,credit_card,3,157.32
PAY26819,ORD48994,1,credit_card,10,497.91
PAY26820,ORD94716,1,boleto,1,190.33
PAY26821,ORD3760,1,credit_card,2,162.92
PAY26822,ORD41040,1,credit_card,4,254.58
PAY26823,ORD52424,1,credit_card,4,151.61
PAY26824,ORD46795,1,credit_card,1,628.42
PAY26825,ORD51753,1,credit_card,3,74.14
PAY26826,ORD3093,1,credit_card,1,87.64
PAY26827,ORD35340,1,credit_card,2,68.35
PAY26828,ORD21866,1,boleto,1,75.59
PAY26829,ORD59640,1,credit_card,10,128.02
PAY26830,ORD81421,1,credit_card,4,119.48
PAY26831,ORD87230,1,credit_card,2,196.01
PAY26832,ORD76408,2,credit_card,4,192.02
PAY26833,ORD47784,1,credit_card,6,161.23
PAY26834,ORD76213,1,boleto,1,88.72
PAY26835,ORD66296,1,credit_card,3,464.59
PAY26836,ORD18618,2,voucher,1,71.1
PAY26837,ORD98334,1,credit_card,6,268.65
PAY26838,ORD73647,1,credit_card,4,48.09
PAY26839,ORD87375,1,boleto,1,333.51
PAY26840,ORD5446,1,credit_card,10,101.04
PAY26841,ORD45775,1,credit_card,10,580.9
PAY26842,ORD20809,1,boleto,1,94.5
PAY26843,ORD65321,1,credit_card,1,251.88
PAY26844,ORD8695,1,credit_card,4,97.32
PAY26845,ORD55583,1,credit_card,3,373.12
PAY26846,ORD37425,1,credit_card,1,22.68
PAY26847,ORD58764,1,credit_card,2,405.24
PAY26848,ORD18652,1,credit_card,1,32.29
PAY26849,ORD17515,1,credit_card,6,135.22
PAY26850,ORD75311,1,credit_card,2,149.0
PAY26851,ORD73300,1,credit_card,3,36.75
PAY26852,ORD58720,1,credit_card,1,39.6
PAY26853,ORD43985,1,credit_card,8,84.18
PAY26854,ORD73061,1,boleto,1,138.21
PAY26855,ORD4945,1,boleto,1,42.86
PAY26856,ORD17351,1,credit_card,1,48.55
PAY26857,ORD77729,1,credit_card,2,83.0
PAY26858,ORD22384,2,voucher,1,18.95
PAY26859,ORD768,1,credit_card,1,43.0
PAY26860,ORD95904,1,credit_card,2,163.58
PAY26861,ORD65765,1,credit_card,4,317.48
PAY26862,ORD47212,1,credit_card,5,1401.85
PAY26863,ORD29354,1,credit_card,9,488.7
PAY26864,ORD21874,1,credit_card,8,315.45
PAY26865,ORD26777,1,credit_card,9,102.03
PAY26866,ORD16790,1,credit_card,3,143.93
PAY26867,ORD7558,1,credit_card,3,59.58
PAY26868,ORD50928,1,boleto,1,31.0
PAY26869,ORD23042,1,credit_card,3,82.66
PAY26870,ORD69442,1,boleto,1,57.68
PAY26871,ORD61145,1,credit_card,7,201.46
PAY26872,ORD50567,1,credit_card,1,76.07
PAY26873,ORD50926,1,credit_card,6,199.64
PAY26874,ORD74641,5,voucher,1,23.15
PAY26875,ORD77612,1,credit_card,3,114.29
PAY26876,ORD64193,1,credit_card,1,42.42
PAY26877,ORD78733,1,credit_card,2,79.98
PAY26878,ORD76258,1,credit_card,2,180.77
PAY26879,ORD52673,1,credit_card,3,73.29
PAY26880,ORD13234,2,voucher,1,50.0
PAY26881,ORD77914,1,credit_card,3,168.05
PAY26882,ORD1279,1,boleto,1,537.16
PAY26883,ORD31443,1,boleto,1,138.19
PAY26884,ORD91805,1,credit_card,1,117.35
PAY26885,ORD82846,1,boleto,1,79.87
PAY26886,ORD87427,1,credit_card,5,55.1
PAY26887,ORD89021,1,credit_card,1,65.13
PAY26888,ORD32343,1,credit_card,3,62.65
PAY26889,ORD38847,1,credit_card,1,25.0
PAY26890,ORD62935,1,boleto,1,42.8
PAY26891,ORD27400,1,credit_card,2,129.49
PAY26892,ORD69594,1,credit_card,1,133.98
PAY26893,ORD50530,1,credit_card,1,95.22
PAY26894,ORD96447,1,boleto,1,112.42
PAY26895,ORD28257,1,credit_card,1,319.89
PAY26896,ORD71066,1,credit_card,10,622.34
PAY26897,ORD61319,1,credit_card,8,211.14
PAY26898,ORD8514,1,credit_card,5,207.92
PAY26899,ORD12890,1,credit_card,2,116.0
PAY26900,ORD57540,1,credit_card,1,24.23
PAY26901,ORD74336,1,credit_card,3,186.19
PAY26902,ORD60442,1,boleto,1,49.73
PAY26903,ORD26753,1,credit_card,7,149.56
PAY26904,ORD58201,1,boleto,1,77.38
PAY26905,ORD36440,1,credit_card,4,117.36
PAY26906,ORD31071,1,credit_card,3,176.36
PAY26907,ORD1994,1,voucher,1,44.0
PAY26908,ORD76266,1,credit_card,1,132.05
PAY26909,ORD18762,1,credit_card,4,315.61
PAY26910,ORD47789,1,credit_card,3,58.75
PAY26911,ORD8551,1,credit_card,3,539.71
PAY26912,ORD36363,1,credit_card,2,66.91
PAY26913,ORD25222,2,voucher,1,20.0
PAY26914,ORD25092,1,credit_card,3,81.78
PAY26915,ORD30377,2,voucher,1,10.8
PAY26916,ORD63418,1,boleto,1,103.55
PAY26917,ORD91356,1,boleto,1,46.0
PAY26918,ORD83991,1,credit_card,3,151.37
PAY26919,ORD84086,1,credit_card,5,115.57
PAY26920,ORD73557,1,credit_card,1,143.77
PAY26921,ORD60119,1,credit_card,4,42.09
PAY26922,ORD36004,1,credit_card,2,129.06
PAY26923,ORD87210,1,boleto,1,369.6
PAY26924,ORD6868,1,credit_card,3,419.18
PAY26925,ORD34766,1,credit_card,10,316.85
PAY26926,ORD21734,1,credit_card,1,44.02
PAY26927,ORD11076,1,credit_card,10,169.76
PAY26928,ORD64988,1,credit_card,1,183.87
PAY26929,ORD81417,1,credit_card,2,162.33
PAY26930,ORD22944,1,credit_card,8,171.19
PAY26931,ORD71993,1,credit_card,3,339.63
PAY26932,ORD56271,1,credit_card,2,87.35
PAY26933,ORD12501,1,credit_card,2,145.79
PAY26934,ORD80791,1,credit_card,3,49.74
PAY26935,ORD45919,1,credit_card,1,45.69
PAY26936,ORD96882,1,boleto,1,133.22
PAY26937,ORD70911,1,credit_card,1,148.16
PAY26938,ORD13088,1,credit_card,10,523.9
PAY26939,ORD33033,1,boleto,1,304.28
PAY26940,ORD76633,1,credit_card,10,284.05
PAY26941,ORD37919,1,credit_card,2,90.63
PAY26942,ORD70594,1,credit_card,1,101.19
PAY26943,ORD31574,1,credit_card,1,89.17
PAY26944,ORD20815,1,credit_card,8,238.73
PAY26945,ORD84961,1,credit_card,1,10.71
PAY26946,ORD464,1,credit_card,6,171.32
PAY26947,ORD32552,1,credit_card,3,102.05
PAY26948,ORD20799,1,boleto,1,165.81
PAY26949,ORD28953,1,boleto,1,25.86
PAY26950,ORD1382,1,boleto,1,204.24
PAY26951,ORD49808,1,credit_card,5,76.17
PAY26952,ORD45797,1,credit_card,1,71.06
PAY26953,ORD29296,1,credit_card,1,339.74
PAY26954,ORD95342,1,credit_card,1,58.13
PAY26955,ORD72935,1,credit_card,1,113.33
PAY26956,ORD49089,1,credit_card,3,150.14
PAY26957,ORD5326,1,credit_card,2,30.0
PAY26958,ORD34286,1,credit_card,10,211.89
PAY26959,ORD71446,1,credit_card,6,378.18
PAY26960,ORD18838,1,credit_card,1,64.23
PAY26961,ORD91620,2,voucher,1,12.98
PAY26962,ORD17793,1,credit_card,3,179.7
PAY26963,ORD23122,2,credit_card,8,84.59
PAY26964,ORD5725,1,boleto,1,143.93
PAY26965,ORD24113,1,credit_card,2,170.76
