customer_simple_id,zip_code_prefix,customer_city,customer_state,simple_id
CUS23154,12233,sao jose dos campos,SP,23154
CUS23155,88385,penha,SC,23155
CUS23156,46800,ruy barbosa,BA,23156
CUS23157,8563,poa,SP,23157
CUS23158,11700,praia grande,SP,23158
CUS23159,74593,goiania,GO,23159
CUS23160,2072,sao paulo,SP,23160
CUS23161,13024,campinas,SP,23161
CUS23162,20261,rio de janeiro,RJ,23162
CUS23163,6843,embu das artes,SP,23163
CUS23164,73015,brasilia,DF,23164
CUS23165,5818,sao paulo,SP,23165
CUS23166,5376,sao paulo,SP,23166
CUS23167,75712,catalao,GO,23167
CUS23168,14790,guaira,SP,23168
CUS23169,17300,dois corregos,SP,23169
CUS23170,24412,sao goncalo,RJ,23170
CUS23171,4860,sao paulo,SP,23171
CUS23172,35640,pompeu,MG,23172
CUS23173,12092,taubate,SP,23173
CUS23174,24120,niteroi,RJ,23174
CUS23175,6760,taboao da serra,SP,23175
CUS23176,26277,nova iguacu,RJ,23176
CUS23177,87470,mariluz,PR,23177
CUS23178,95370,barracao,RS,23178
CUS23179,7745,caieiras,SP,23179
CUS23180,8220,sao paulo,SP,23180
CUS23181,7081,guarulhos,SP,23181
CUS23182,81910,curitiba,PR,23182
CUS23183,68682,quatro bocas,PA,23183
CUS23184,29705,colatina,ES,23184
CUS23185,21210,rio de janeiro,RJ,23185
CUS23186,95575,tres forquilhas,RS,23186
CUS23187,46970,wagner,BA,23187
CUS23188,15805,catanduva,SP,23188
CUS23189,83260,matinhos,PR,23189
CUS23190,79052,campo grande,MS,23190
CUS23191,4521,sao paulo,SP,23191
CUS23192,37496,turvolandia,MG,23192
CUS23193,5792,sao paulo,SP,23193
CUS23194,18270,tatui,SP,23194
CUS23195,13175,sumare,SP,23195
CUS23196,8257,sao paulo,SP,23196
CUS23197,36640,mar de espanha,MG,23197
CUS23198,9080,santo andre,SP,23198
CUS23199,88330,balneario camboriu,SC,23199
CUS23200,22710,rio de janeiro,RJ,23200
CUS23201,8780,mogi das cruzes,SP,23201
CUS23202,15061,sao jose do rio preto,SP,23202
CUS23203,11065,santos,SP,23203
CUS23204,13273,valinhos,SP,23204
CUS23205,8021,sao paulo,SP,23205
CUS23206,87015,maringa,PR,23206
CUS23207,35162,ipatinga,MG,23207
CUS23208,98700,ijui,RS,23208
CUS23209,48970,senhor do bonfim,BA,23209
CUS23210,39855,ouro verde de minas,MG,23210
CUS23211,14140,cravinhos,SP,23211
CUS23212,74473,goiania,GO,23212
CUS23213,22765,rio de janeiro,RJ,23213
CUS23214,22743,rio de janeiro,RJ,23214
CUS23215,87020,maringa,PR,23215
CUS23216,89239,joinville,SC,23216
CUS23217,51345,recife,PE,23217
CUS23218,9110,santo andre,SP,23218
CUS23219,5445,sao paulo,SP,23219
CUS23220,26255,nova iguacu,RJ,23220
CUS23221,15810,catanduva,SP,23221
CUS23222,58406,campina grande,PB,23222
CUS23223,76120,aurilandia,GO,23223
CUS23224,2918,sao paulo,SP,23224
CUS23225,4583,sao paulo,SP,23225
CUS23226,86070,londrina,PR,23226
CUS23227,25964,teresopolis,RJ,23227
CUS23228,88075,florianopolis,SC,23228
CUS23229,57045,maceio,AL,23229
CUS23230,81830,curitiba,PR,23230
CUS23231,13054,campinas,SP,23231
CUS23232,36083,juiz de fora,MG,23232
CUS23233,83540,rio branco do sul,PR,23233
CUS23234,45450,gandu,BA,23234
CUS23235,11612,sao sebastiao,SP,23235
CUS23236,36900,manhuacu,MG,23236
CUS23237,8375,sao paulo,SP,23237
CUS23238,3545,sao paulo,SP,23238
CUS23239,25035,duque de caxias,RJ,23239
CUS23240,85506,pato branco,PR,23240
CUS23241,65073,sao luis,MA,23241
CUS23242,5089,sao paulo,SP,23242
CUS23243,5757,sao paulo,SP,23243
CUS23244,71630,brasilia,DF,23244
CUS23245,15385,ilha solteira,SP,23245
CUS23246,38400,uberlandia,MG,23246
CUS23247,70278,brasilia,DF,23247
CUS23248,31560,belo horizonte,MG,23248
CUS23249,20051,rio de janeiro,RJ,23249
CUS23250,9320,maua,SP,23250
CUS23251,11680,ubatuba,SP,23251
CUS23252,18274,tatui,SP,23252
CUS23253,8120,sao paulo,SP,23253
CUS23254,18150,ibiuna,SP,23254
CUS23255,99470,nao-me-toque,RS,23255
CUS23256,85301,laranjeiras do sul,PR,23256
CUS23257,45203,jequie,BA,23257
CUS23258,74930,aparecida de goiania,GO,23258
CUS23259,93037,sao leopoldo,RS,23259
CUS23260,8421,sao paulo,SP,23260
CUS23261,9110,santo andre,SP,23261
CUS23262,8773,mogi das cruzes,SP,23262
CUS23263,90870,porto alegre,RS,23263
CUS23264,4041,sao paulo,SP,23264
CUS23265,4708,sao paulo,SP,23265
CUS23266,24743,sao goncalo,RJ,23266
CUS23267,9550,sao caetano do sul,SP,23267
CUS23268,14600,sao joaquim da barra,SP,23268
CUS23269,86062,londrina,PR,23269
CUS23270,4310,sao paulo,SP,23270
CUS23271,18212,itapetininga,SP,23271
CUS23272,22231,rio de janeiro,RJ,23272
CUS23273,2230,sao paulo,SP,23273
CUS23274,29108,vila velha,ES,23274
CUS23275,20735,rio de janeiro,RJ,23275
CUS23276,22240,rio de janeiro,RJ,23276
CUS23277,79022,campo grande,MS,23277
CUS23278,14030,ribeirao preto,SP,23278
CUS23279,15400,olimpia,SP,23279
CUS23280,2460,sao paulo,SP,23280
CUS23281,89035,blumenau,SC,23281
CUS23282,59149,parnamirim,RN,23282
CUS23283,23030,rio de janeiro,RJ,23283
CUS23284,81730,curitiba,PR,23284
CUS23285,23535,rio de janeiro,RJ,23285
CUS23286,5587,sao paulo,SP,23286
CUS23287,93280,esteio,RS,23287
CUS23288,18132,sao roque,SP,23288
CUS23289,3159,sao paulo,SP,23289
CUS23290,27175,pirai,RJ,23290
CUS23291,28540,cordeiro,RJ,23291
CUS23292,31050,belo horizonte,MG,23292
CUS23293,14090,ribeirao preto,SP,23293
CUS23294,22725,rio de janeiro,RJ,23294
CUS23295,59890,frutuoso gomes,RN,23295
CUS23296,94810,alvorada,RS,23296
CUS23297,54300,jaboatao dos guararapes,PE,23297
CUS23298,37478,soledade de minas,MG,23298
CUS23299,31060,belo horizonte,MG,23299
CUS23300,11410,guaruja,SP,23300
CUS23301,3205,sao paulo,SP,23301
CUS23302,7791,cajamar,SP,23302
CUS23303,13295,itupeva,SP,23303
CUS23304,80730,curitiba,PR,23304
CUS23305,65468,matoes do norte,MA,23305
CUS23306,92440,canoas,RS,23306
CUS23307,7084,guarulhos,SP,23307
CUS23308,62800,aracati,CE,23308
CUS23309,66620,belem,PA,23309
CUS23310,22020,rio de janeiro,RJ,23310
CUS23311,27570,porto real,RJ,23311
CUS23312,23065,rio de janeiro,RJ,23312
CUS23313,13320,salto,SP,23313
CUS23314,13024,campinas,SP,23314
CUS23315,72145,brasilia,DF,23315
CUS23316,33925,ribeirao das neves,MG,23316
CUS23317,29101,vila velha,ES,23317
CUS23318,90050,porto alegre,RS,23318
CUS23319,22763,rio de janeiro,RJ,23319
CUS23320,26279,nova iguacu,RJ,23320
CUS23321,21210,rio de janeiro,RJ,23321
CUS23322,6410,barueri,SP,23322
CUS23323,6763,taboao da serra,SP,23323
CUS23324,78365,sapezal,MT,23324
CUS23325,5665,sao paulo,SP,23325
CUS23326,13416,piracicaba,SP,23326
CUS23327,88330,balneario camboriu,SC,23327
CUS23328,29950,jaguare,ES,23328
CUS23329,30190,belo horizonte,MG,23329
CUS23330,1035,sao paulo,SP,23330
CUS23331,22755,rio de janeiro,RJ,23331
CUS23332,13720,sao jose do rio pardo,SP,23332
CUS23333,8558,poa,SP,23333
CUS23334,98550,redentora,RS,23334
CUS23335,64601,picos,PI,23335
CUS23336,3122,sao paulo,SP,23336
CUS23337,95670,gramado,RS,23337
CUS23338,40285,salvador,BA,23338
CUS23339,4890,sao paulo,SP,23339
CUS23340,11060,santos,SP,23340
CUS23341,20230,rio de janeiro,RJ,23341
CUS23342,5345,sao paulo,SP,23342
CUS23343,89540,santa cecilia,SC,23343
CUS23344,25580,sao joao de meriti,RJ,23344
CUS23345,62685,paraipaba,CE,23345
CUS23346,83305,piraquara,PR,23346
CUS23347,79086,campo grande,MS,23347
CUS23348,79410,pedro gomes,MS,23348
CUS23349,26210,nova iguacu,RJ,23349
CUS23350,22420,rio de janeiro,RJ,23350
CUS23351,3712,sao paulo,SP,23351
CUS23352,13277,valinhos,SP,23352
CUS23353,41315,salvador,BA,23353
CUS23354,74150,goiania,GO,23354
CUS23355,20720,rio de janeiro,RJ,23355
CUS23356,5049,sao paulo,SP,23356
CUS23357,23060,rio de janeiro,RJ,23357
CUS23358,13185,hortolandia,SP,23358
CUS23359,30315,belo horizonte,MG,23359
CUS23360,58818,sao francisco,PB,23360
CUS23361,29745,sao domingos do norte,ES,23361
CUS23362,17514,marilia,SP,23362
CUS23363,13240,jarinu,SP,23363
CUS23364,41321,salvador,BA,23364
CUS23365,2243,sao paulo,SP,23365
CUS23366,2752,sao paulo,SP,23366
CUS23367,85865,foz do iguacu,PR,23367
CUS23368,75550,inaciolandia,GO,23368
CUS23369,15785,santa clara d'oeste,SP,23369
CUS23370,1217,sao paulo,SP,23370
CUS23371,98807,santo angelo,RS,23371
CUS23372,25720,petropolis,RJ,23372
CUS23373,95084,caxias do sul,RS,23373
CUS23374,88058,florianopolis,SC,23374
CUS23375,36025,juiz de fora,MG,23375
CUS23376,5791,sao paulo,SP,23376
CUS23377,1429,sao paulo,SP,23377
CUS23378,13478,americana,SP,23378
CUS23379,11431,guaruja,SP,23379
CUS23380,17601,tupa,SP,23380
CUS23381,3181,sao paulo,SP,23381
CUS23382,76230,piranhas,GO,23382
CUS23383,41620,salvador,BA,23383
CUS23384,99010,passo fundo,RS,23384
CUS23385,5101,sao paulo,SP,23385
CUS23386,8530,ferraz de vasconcelos,SP,23386
CUS23387,3195,sao paulo,SP,23387
CUS23388,22735,rio de janeiro,RJ,23388
CUS23389,4467,sao paulo,SP,23389
CUS23390,5679,sao paulo,SP,23390
CUS23391,11013,santos,SP,23391
CUS23392,13320,salto,SP,23392
CUS23393,63907,quixada,CE,23393
CUS23394,72660,brasilia,DF,23394
CUS23395,9820,sao bernardo do campo,SP,23395
CUS23396,88905,ararangua,SC,23396
CUS23397,88200,tijucas,SC,23397
CUS23398,38730,guimarania,MG,23398
CUS23399,91510,porto alegre,RS,23399
CUS23400,24315,niteroi,RJ,23400
CUS23401,4960,sao paulo,SP,23401
CUS23402,23035,rio de janeiro,RJ,23402
CUS23403,37200,lavras,MG,23403
CUS23404,78455,lucas do rio verde,MT,23404
CUS23405,8830,mogi das cruzes,SP,23405
CUS23406,7793,cajamar,SP,23406
CUS23407,65415,coroata,MA,23407
CUS23408,55813,carpina,PE,23408
CUS23409,15735,aparecida d'oeste,SP,23409
CUS23410,36152,goiana,MG,23410
CUS23411,23010,rio de janeiro,RJ,23411
CUS23412,79601,tres lagoas,MS,23412
CUS23413,29930,sao mateus,ES,23413
CUS23414,64410,angical do piaui,PI,23414
CUS23415,13486,limeira,SP,23415
CUS23416,12912,braganca paulista,SP,23416
CUS23417,12209,sao jose dos campos,SP,23417
CUS23418,31060,belo horizonte,MG,23418
CUS23419,86710,arapongas,PR,23419
CUS23420,29308,cachoeiro de itapemirim,ES,23420
CUS23421,72333,brasilia,DF,23421
CUS23422,35790,curvelo,MG,23422
CUS23423,2611,sao paulo,SP,23423
CUS23424,5202,sao paulo,SP,23424
CUS23425,11702,praia grande,SP,23425
CUS23426,5003,sao paulo,SP,23426
CUS23427,84320,reserva,PR,23427
CUS23428,13348,indaiatuba,SP,23428
CUS23429,75400,inhumas,GO,23429
CUS23430,95770,feliz,RS,23430
CUS23431,44380,cruz das almas,BA,23431
CUS23432,22710,rio de janeiro,RJ,23432
CUS23433,89820,xanxere,SC,23433
CUS23434,51110,recife,PE,23434
CUS23435,95095,caxias do sul,RS,23435
CUS23436,72125,brasilia,DF,23436
CUS23437,18051,sorocaba,SP,23437
CUS23438,8340,sao paulo,SP,23438
CUS23439,18075,sorocaba,SP,23439
CUS23440,4313,sao paulo,SP,23440
CUS23441,2363,sao paulo,SP,23441
CUS23442,40320,salvador,BA,23442
CUS23443,60175,fortaleza,CE,23443
CUS23444,4402,sao paulo,SP,23444
CUS23445,9402,ribeirao pires,SP,23445
CUS23446,8032,sao paulo,SP,23446
CUS23447,3028,sao paulo,SP,23447
CUS23448,8344,sao paulo,SP,23448
CUS23449,20540,rio de janeiro,RJ,23449
CUS23450,20950,rio de janeiro,RJ,23450
CUS23451,47990,formosa do rio preto,BA,23451
CUS23452,15015,sao jose do rio preto,SP,23452
CUS23453,71918,brasilia,DF,23453
CUS23454,70297,brasilia,DF,23454
CUS23455,37270,campo belo,MG,23455
CUS23456,7124,guarulhos,SP,23456
CUS23457,89705,concordia,SC,23457
CUS23458,93542,novo hamburgo,RS,23458
CUS23459,38183,araxa,MG,23459
CUS23460,4191,sao paulo,SP,23460
CUS23461,7011,guarulhos,SP,23461
CUS23462,27521,resende,RJ,23462
CUS23463,39260,varzea da palma,MG,23463
CUS23464,80730,curitiba,PR,23464
CUS23465,6343,carapicuiba,SP,23465
CUS23466,4314,sao paulo,SP,23466
CUS23467,31530,belo horizonte,MG,23467
CUS23468,17520,marilia,SP,23468
CUS23469,22713,rio de janeiro,RJ,23469
CUS23470,83015,sao jose dos pinhais,PR,23470
CUS23471,44001,feira de santana,BA,23471
CUS23472,4904,sao paulo,SP,23472
CUS23473,74730,goiania,GO,23473
CUS23474,5015,sao paulo,SP,23474
CUS23475,16050,aracatuba,SP,23475
CUS23476,14780,barretos,SP,23476
CUS23477,23520,rio de janeiro,RJ,23477
CUS23478,24230,niteroi,RJ,23478
CUS23479,3820,sao paulo,SP,23479
CUS23480,68700,capanema,PA,23480
CUS23481,18940,sao pedro do turvo,SP,23481
CUS23482,25931,mage,RJ,23482
CUS23483,5410,sao paulo,SP,23483
CUS23484,57955,maragogi,AL,23484
CUS23485,92025,canoas,RS,23485
CUS23486,32667,betim,MG,23486
CUS23487,18077,sorocaba,SP,23487
CUS23488,13295,itupeva,SP,23488
CUS23489,89220,joinville,SC,23489
CUS23490,11340,sao vicente,SP,23490
CUS23491,14805,araraquara,SP,23491
CUS23492,8240,sao paulo,SP,23492
CUS23493,32689,betim,MG,23493
CUS23494,88111,sao jose,SC,23494
CUS23495,78550,sinop,MT,23495
CUS23496,88138,palhoca,SC,23496
CUS23497,22271,rio de janeiro,RJ,23497
CUS23498,24340,niteroi,RJ,23498
CUS23499,16400,lins,SP,23499
CUS23500,28570,itaocara,RJ,23500
CUS23501,4809,sao paulo,SP,23501
CUS23502,95086,caxias do sul,RS,23502
CUS23503,13025,campinas,SP,23503
CUS23504,35900,itabira,MG,23504
CUS23505,29175,serra,ES,23505
CUS23506,69317,boa vista,RR,23506
CUS23507,12280,cacapava,SP,23507
CUS23508,4132,sao paulo,SP,23508
CUS23509,1405,sao paulo,SP,23509
CUS23510,21557,rio de janeiro,RJ,23510
CUS23511,5835,sao paulo,SP,23511
CUS23512,32280,contagem,MG,23512
CUS23513,83203,paranagua,PR,23513
CUS23514,24450,sao goncalo,RJ,23514
CUS23515,25935,mage,RJ,23515
CUS23516,80035,curitiba,PR,23516
CUS23517,95770,feliz,RS,23517
CUS23518,4674,sao paulo,SP,23518
CUS23519,2416,sao paulo,SP,23519
CUS23520,13219,jundiai,SP,23520
CUS23521,3909,sao paulo,SP,23521
CUS23522,89300,mafra,SC,23522
CUS23523,77380,pindorama do tocantins,TO,23523
CUS23524,7152,guarulhos,SP,23524
CUS23525,6045,osasco,SP,23525
CUS23526,3035,sao paulo,SP,23526
CUS23527,74603,goiania,GO,23527
CUS23528,96400,bage,RS,23528
CUS23529,24732,sao goncalo,RJ,23529
CUS23530,40140,salvador,BA,23530
CUS23531,38800,sao gotardo,MG,23531
CUS23532,24240,niteroi,RJ,23532
CUS23533,89251,jaragua do sul,SC,23533
CUS23534,9350,maua,SP,23534
CUS23535,8140,sao paulo,SP,23535
CUS23536,22631,rio de janeiro,RJ,23536
CUS23537,76913,ji-parana,RO,23537
CUS23538,2452,sao paulo,SP,23538
CUS23539,2247,sao paulo,SP,23539
CUS23540,1416,sao paulo,SP,23540
CUS23541,75930,maurilandia,GO,23541
CUS23542,64880,eliseu martins,PI,23542
CUS23543,3756,sao paulo,SP,23543
CUS23544,14780,barretos,SP,23544
CUS23545,29157,cariacica,ES,23545
CUS23546,36016,juiz de fora,MG,23546
CUS23547,32677,betim,MG,23547
CUS23548,38160,nova ponte,MG,23548
CUS23549,19880,candido mota,SP,23549
CUS23550,30150,belo horizonte,MG,23550
CUS23551,2562,sao paulo,SP,23551
CUS23552,45605,itabuna,BA,23552
CUS23553,6767,taboao da serra,SP,23553
CUS23554,9942,diadema,SP,23554
CUS23555,31170,belo horizonte,MG,23555
CUS23556,18086,sorocaba,SP,23556
CUS23557,40150,salvador,BA,23557
CUS23558,69093,manaus,AM,23558
CUS23559,21862,rio de janeiro,RJ,23559
CUS23560,9321,maua,SP,23560
CUS23561,15046,sao jose do rio preto,SP,23561
CUS23562,78010,cuiaba,MT,23562
CUS23563,20756,rio de janeiro,RJ,23563
CUS23564,29101,vila velha,ES,23564
CUS23565,13211,jundiai,SP,23565
CUS23566,82220,curitiba,PR,23566
CUS23567,9280,santo andre,SP,23567
CUS23568,24724,sao goncalo,RJ,23568
CUS23569,15800,catanduva,SP,23569
CUS23570,25750,petropolis,RJ,23570
CUS23571,61652,caucaia,CE,23571
CUS23572,5128,sao paulo,SP,23572
CUS23573,23068,rio de janeiro,RJ,23573
CUS23574,9310,maua,SP,23574
CUS23575,23016,rio de janeiro,RJ,23575
CUS23576,23065,rio de janeiro,RJ,23576
CUS23577,15773,nova canaa paulista,SP,23577
CUS23578,32013,contagem,MG,23578
CUS23579,5018,sao paulo,SP,23579
CUS23580,5158,sao paulo,SP,23580
CUS23581,97300,sao gabriel,RS,23581
CUS23582,79017,campo grande,MS,23582
CUS23583,72620,brasilia,DF,23583
CUS23584,12071,taubate,SP,23584
CUS23585,3203,sao paulo,SP,23585
CUS23586,38610,unai,MG,23586
CUS23587,1311,sao paulo,SP,23587
CUS23588,9041,santo andre,SP,23588
CUS23589,14140,cravinhos,SP,23589
CUS23590,57082,maceio,AL,23590
CUS23591,13847,mogi-guacu,SP,23591
CUS23592,49140,barra dos coqueiros,SE,23592
CUS23593,83321,pinhais,PR,23593
CUS23594,35700,sete lagoas,MG,23594
CUS23595,85670,salto do lontra,PR,23595
CUS23596,31910,belo horizonte,MG,23596
CUS23597,22251,rio de janeiro,RJ,23597
CUS23598,13401,piracicaba,SP,23598
CUS23599,90010,porto alegre,RS,23599
CUS23600,2410,sao paulo,SP,23600
CUS23601,79240,jardim,MS,23601
CUS23602,24240,niteroi,RJ,23602
CUS23603,4272,sao paulo,SP,23603
CUS23604,39750,sabinopolis,MG,23604
CUS23605,90480,porto alegre,RS,23605
CUS23606,89057,blumenau,SC,23606
CUS23607,21660,rio de janeiro,RJ,23607
CUS23608,41330,salvador,BA,23608
CUS23609,6767,taboao da serra,SP,23609
CUS23610,90450,porto alegre,RS,23610
CUS23611,39404,montes claros,MG,23611
CUS23612,2871,sao paulo,SP,23612
CUS23613,29102,vila velha,ES,23613
CUS23614,4760,sao paulo,SP,23614
CUS23615,14050,ribeirao preto,SP,23615
CUS23616,20271,rio de janeiro,RJ,23616
CUS23617,11030,santos,SP,23617
CUS23618,91920,porto alegre,RS,23618
CUS23619,94828,alvorada,RS,23619
CUS23620,74986,aparecida de goiania,GO,23620
CUS23621,21330,rio de janeiro,RJ,23621
CUS23622,48490,inhambupe,BA,23622
CUS23623,30662,belo horizonte,MG,23623
CUS23624,9668,sao bernardo do campo,SP,23624
CUS23625,8715,mogi das cruzes,SP,23625
CUS23626,1319,sao paulo,SP,23626
CUS23627,81670,curitiba,PR,23627
CUS23628,3325,sao paulo,SP,23628
CUS23629,27930,macae,RJ,23629
CUS23630,38660,buritis,MG,23630
CUS23631,36070,juiz de fora,MG,23631
CUS23632,91260,porto alegre,RS,23632
CUS23633,30710,belo horizonte,MG,23633
CUS23634,22061,rio de janeiro,RJ,23634
CUS23635,29700,colatina,ES,23635
CUS23636,35323,imbe de minas,MG,23636
CUS23637,3224,sao paulo,SP,23637
CUS23638,27351,barra mansa,RJ,23638
CUS23639,58410,campina grande,PB,23639
CUS23640,86300,cornelio procopio,PR,23640
CUS23641,68400,cameta,PA,23641
CUS23642,4046,sao paulo,SP,23642
CUS23643,87025,maringa,PR,23643
CUS23644,88523,lages,SC,23644
CUS23645,11910,sete barras,SP,23645
CUS23646,26545,nilopolis,RJ,23646
CUS23647,36205,barbacena,MG,23647
CUS23648,69901,rio branco,AC,23648
CUS23649,4754,sao paulo,SP,23649
CUS23650,13403,piracicaba,SP,23650
CUS23651,3408,sao paulo,SP,23651
CUS23652,79112,campo grande,MS,23652
CUS23653,89120,timbo,SC,23653
CUS23654,59025,natal,RN,23654
CUS23655,96900,sobradinho,RS,23655
CUS23656,8529,ferraz de vasconcelos,SP,23656
CUS23657,4304,sao paulo,SP,23657
CUS23658,6440,barueri,SP,23658
CUS23659,4534,sao paulo,SP,23659
CUS23660,75200,pires do rio,GO,23660
CUS23661,22770,rio de janeiro,RJ,23661
CUS23662,52060,recife,PE,23662
CUS23663,55612,vitoria de santo antao,PE,23663
CUS23664,19600,rancharia,SP,23664
CUS23665,32900,igarape,MG,23665
CUS23666,20550,rio de janeiro,RJ,23666
CUS23667,30550,belo horizonte,MG,23667
CUS23668,66635,belem,PA,23668
CUS23669,15503,votuporanga,SP,23669
CUS23670,62740,itapiuna,CE,23670
CUS23671,5020,sao paulo,SP,23671
CUS23672,35901,itabira,MG,23672
CUS23673,13082,campinas,SP,23673
CUS23674,80530,curitiba,PR,23674
CUS23675,89032,blumenau,SC,23675
CUS23676,13478,americana,SP,23676
CUS23677,6765,taboao da serra,SP,23677
CUS23678,25515,sao joao de meriti,RJ,23678
CUS23679,29101,vila velha,ES,23679
CUS23680,74823,goiania,GO,23680
CUS23681,70390,brasilia,DF,23681
CUS23682,3203,sao paulo,SP,23682
CUS23683,7080,guarulhos,SP,23683
CUS23684,3360,sao paulo,SP,23684
CUS23685,6413,barueri,SP,23685
CUS23686,20931,rio de janeiro,RJ,23686
CUS23687,7055,guarulhos,SP,23687
CUS23688,39402,montes claros,MG,23688
CUS23689,41830,salvador,BA,23689
CUS23690,72880,cidade ocidental,GO,23690
CUS23691,24230,niteroi,RJ,23691
CUS23692,57017,maceio,AL,23692
CUS23693,2726,sao paulo,SP,23693
CUS23694,95555,capao da canoa,RS,23694
CUS23695,9185,santo andre,SP,23695
CUS23696,6315,carapicuiba,SP,23696
CUS23697,1231,sao paulo,SP,23697
CUS23698,86040,londrina,PR,23698
CUS23699,4438,sao paulo,SP,23699
CUS23700,66613,belem,PA,23700
CUS23701,6542,santana de parnaiba,SP,23701
CUS23702,17066,bauru,SP,23702
CUS23703,8253,sao paulo,SP,23703
CUS23704,65031,sao luis,MA,23704
CUS23705,22221,rio de janeiro,RJ,23705
CUS23706,37701,pocos de caldas,MG,23706
CUS23707,22780,rio de janeiro,RJ,23707
CUS23708,13360,capivari,SP,23708
CUS23709,4561,sao paulo,SP,23709
CUS23710,76940,rolim de moura,RO,23710
CUS23711,37590,jacutinga,MG,23711
CUS23712,13068,campinas,SP,23712
CUS23713,8671,suzano,SP,23713
CUS23714,35010,governador valadares,MG,23714
CUS23715,96211,rio grande,RS,23715
CUS23716,31578,belo horizonte,MG,23716
CUS23717,1222,sao paulo,SP,23717
CUS23718,89218,joinville,SC,23718
CUS23719,2060,sao paulo,SP,23719
CUS23720,13468,americana,SP,23720
CUS23721,25931,mage,RJ,23721
CUS23722,9551,sao caetano do sul,SP,23722
CUS23723,65071,sao luis,MA,23723
CUS23724,28025,campos dos goytacazes,RJ,23724
CUS23725,13219,jundiai,SP,23725
CUS23726,14075,ribeirao preto,SP,23726
CUS23727,26160,belford roxo,RJ,23727
CUS23728,44320,conceicao da feira,BA,23728
CUS23729,3984,sao paulo,SP,23729
CUS23730,66060,belem,PA,23730
CUS23731,39560,salinas,MG,23731
CUS23732,90220,porto alegre,RS,23732
CUS23733,11095,santos,SP,23733
CUS23734,13710,tambau,SP,23734
CUS23735,9931,diadema,SP,23735
CUS23736,7084,guarulhos,SP,23736
CUS23737,11760,itariri,SP,23737
CUS23738,7154,guarulhos,SP,23738
CUS23739,15500,votuporanga,SP,23739
CUS23740,50761,recife,PE,23740
CUS23741,11712,praia grande,SP,23741
CUS23742,29222,guarapari,ES,23742
CUS23743,12900,braganca paulista,SP,23743
CUS23744,37990,ibiraci,MG,23744
CUS23745,21351,rio de janeiro,RJ,23745
CUS23746,2878,sao paulo,SP,23746
CUS23747,13098,campinas,SP,23747
CUS23748,9971,diadema,SP,23748
CUS23749,9607,sao bernardo do campo,SP,23749
CUS23750,15503,votuporanga,SP,23750
CUS23751,72240,brasilia,DF,23751
CUS23752,40290,salvador,BA,23752
CUS23753,5729,sao paulo,SP,23753
CUS23754,58706,patos,PB,23754
CUS23755,5711,sao paulo,SP,23755
CUS23756,5102,sao paulo,SP,23756
CUS23757,5832,sao paulo,SP,23757
CUS23758,22060,rio de janeiro,RJ,23758
CUS23759,37925,piumhii,MG,23759
CUS23760,82410,curitiba,PR,23760
CUS23761,26435,japeri,RJ,23761
CUS23762,38010,uberaba,MG,23762
CUS23763,25635,petropolis,RJ,23763
CUS23764,13064,campinas,SP,23764
CUS23765,39874,santa helena de minas,MG,23765
CUS23766,57520,maravilha,AL,23766
CUS23767,35519,nova serrana,MG,23767
CUS23768,68005,santarem,PA,23768
CUS23769,28970,araruama,RJ,23769
CUS23770,35138,alpercata,MG,23770
CUS23771,4181,sao paulo,SP,23771
CUS23772,98801,santo angelo,RS,23772
CUS23773,60710,fortaleza,CE,23773
CUS23774,98400,frederico westphalen,RS,23774
CUS23775,7950,francisco morato,SP,23775
CUS23776,22081,rio de janeiro,RJ,23776
CUS23777,75071,anapolis,GO,23777
CUS23778,39270,pirapora,MG,23778
CUS23779,4750,sao paulo,SP,23779
CUS23780,12232,sao jose dos campos,SP,23780
CUS23781,36212,barroso,MG,23781
CUS23782,22270,rio de janeiro,RJ,23782
CUS23783,41181,salvador,BA,23783
CUS23784,4321,sao paulo,SP,23784
CUS23785,59032,natal,RN,23785
CUS23786,21670,rio de janeiro,RJ,23786
CUS23787,86870,ivaipora,PR,23787
CUS23788,4652,sao paulo,SP,23788
CUS23789,36016,juiz de fora,MG,23789
CUS23790,13295,itupeva,SP,23790
CUS23791,14090,ribeirao preto,SP,23791
CUS23792,12285,cacapava,SP,23792
CUS23793,13098,campinas,SP,23793
CUS23794,4546,sao paulo,SP,23794
CUS23795,79044,campo grande,MS,23795
CUS23796,40290,salvador,BA,23796
CUS23797,65510,mata roma,MA,23797
CUS23798,3254,sao paulo,SP,23798
CUS23799,7700,caieiras,SP,23799
CUS23800,9560,sao caetano do sul,SP,23800
CUS23801,59340,sao vicente,RN,23801
CUS23802,3701,sao paulo,SP,23802
CUS23803,50860,recife,PE,23803
CUS23804,4854,sao paulo,SP,23804
CUS23805,31560,belo horizonte,MG,23805
CUS23806,72887,cidade ocidental,GO,23806
CUS23807,36570,vicosa,MG,23807
CUS23808,11040,santos,SP,23808
CUS23809,11040,santos,SP,23809
CUS23810,14025,ribeirao preto,SP,23810
CUS23811,69037,manaus,AM,23811
CUS23812,4645,sao paulo,SP,23812
CUS23813,92130,canoas,RS,23813
CUS23814,55790,taquaritinga do norte,PE,23814
CUS23815,85802,cascavel,PR,23815
CUS23816,71215,brasilia,DF,23816
CUS23817,12926,braganca paulista,SP,23817
CUS23818,23935,angra dos reis,RJ,23818
