product_simple_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,simple_id
PRO9160,cool_stuff,33.0,910.0,1.0,700.0,42.0,25.0,15.0,9160
PRO9161,brinquedos,43.0,1505.0,1.0,6038.0,49.0,19.0,44.0,9161
PRO9162,perfumaria,60.0,412.0,1.0,450.0,23.0,8.0,18.0,9162
PRO9163,livros_tecnicos,26.0,445.0,1.0,500.0,22.0,22.0,13.0,9163
PRO9164,brinquedos,58.0,1299.0,2.0,1110.0,54.0,10.0,31.0,9164
PRO9165,ferramentas_jardim,56.0,1602.0,4.0,6050.0,54.0,48.0,28.0,9165
PRO9166,artigos_de_natal,26.0,147.0,1.0,200.0,16.0,9.0,11.0,9166
PRO9167,ferramentas_jardim,39.0,304.0,2.0,3600.0,35.0,33.0,14.0,9167
PRO9168,moveis_decoracao,59.0,586.0,1.0,600.0,24.0,2.0,24.0,9168
PRO9169,informatica_acessorios,59.0,181.0,3.0,100.0,16.0,8.0,11.0,9169
PRO9170,moveis_decoracao,60.0,1490.0,3.0,2550.0,105.0,3.0,70.0,9170
PRO9171,moveis_decoracao,38.0,818.0,4.0,500.0,16.0,14.0,23.0,9171
PRO9172,ferramentas_jardim,48.0,1100.0,2.0,1700.0,21.0,17.0,17.0,9172
PRO9173,audio,32.0,469.0,1.0,2000.0,31.0,31.0,31.0,9173
PRO9174,utilidades_domesticas,58.0,547.0,5.0,1000.0,18.0,12.0,82.0,9174
PRO9175,utilidades_domesticas,60.0,555.0,6.0,650.0,52.0,8.0,12.0,9175
PRO9176,livros_interesse_geral,45.0,301.0,1.0,1400.0,26.0,7.0,26.0,9176
PRO9177,moveis_decoracao,60.0,1971.0,2.0,650.0,60.0,7.0,14.0,9177
PRO9178,construcao_ferramentas_construcao,45.0,1144.0,1.0,10100.0,48.0,34.0,37.0,9178
PRO9179,relogios_presentes,55.0,557.0,2.0,200.0,20.0,7.0,15.0,9179
PRO9180,cool_stuff,26.0,539.0,3.0,1400.0,30.0,30.0,25.0,9180
PRO9181,cool_stuff,55.0,963.0,2.0,500.0,45.0,8.0,49.0,9181
PRO9182,moveis_escritorio,34.0,1058.0,1.0,3125.0,45.0,55.0,16.0,9182
PRO9183,automotivo,56.0,627.0,6.0,1075.0,53.0,4.0,40.0,9183
PRO9184,cama_mesa_banho,48.0,1056.0,1.0,300.0,18.0,8.0,18.0,9184
PRO9185,esporte_lazer,58.0,1715.0,5.0,1550.0,40.0,20.0,20.0,9185
PRO9186,fashion_calcados,57.0,404.0,4.0,1400.0,22.0,12.0,33.0,9186
PRO9187,telefonia,42.0,381.0,1.0,700.0,25.0,2.0,25.0,9187
PRO9188,bebes,60.0,621.0,1.0,10700.0,40.0,40.0,40.0,9188
PRO9189,pet_shop,39.0,770.0,1.0,158.0,21.0,8.0,16.0,9189
PRO9190,informatica_acessorios,46.0,279.0,5.0,200.0,21.0,7.0,14.0,9190
PRO9191,eletronicos,52.0,489.0,3.0,200.0,31.0,18.0,38.0,9191
PRO9192,relogios_presentes,33.0,402.0,1.0,800.0,18.0,10.0,17.0,9192
PRO9193,moveis_decoracao,56.0,516.0,3.0,313.0,24.0,15.0,14.0,9193
PRO9194,cama_mesa_banho,53.0,334.0,1.0,15150.0,63.0,30.0,43.0,9194
PRO9195,beleza_saude,41.0,2011.0,1.0,2163.0,30.0,21.0,25.0,9195
PRO9196,telefonia,58.0,751.0,4.0,300.0,17.0,4.0,12.0,9196
PRO9197,cama_mesa_banho,56.0,1070.0,2.0,2500.0,45.0,20.0,35.0,9197
PRO9198,market_place,49.0,389.0,5.0,150.0,16.0,9.0,11.0,9198
PRO9199,cama_mesa_banho,55.0,867.0,1.0,1100.0,20.0,16.0,20.0,9199
PRO9200,cama_mesa_banho,53.0,118.0,1.0,700.0,25.0,15.0,20.0,9200
PRO9201,fashion_bolsas_e_acessorios,22.0,233.0,3.0,150.0,18.0,9.0,11.0,9201
PRO9202,telefonia,50.0,165.0,3.0,150.0,18.0,6.0,11.0,9202
PRO9203,brinquedos,58.0,991.0,8.0,2050.0,59.0,20.0,25.0,9203
PRO9204,relogios_presentes,32.0,211.0,2.0,600.0,22.0,4.0,11.0,9204
PRO9205,bebes,50.0,1142.0,1.0,1600.0,40.0,8.0,50.0,9205
PRO9206,moveis_decoracao,41.0,318.0,1.0,2300.0,37.0,30.0,20.0,9206
PRO9207,moveis_decoracao,55.0,1472.0,3.0,1000.0,53.0,8.0,11.0,9207
PRO9208,brinquedos,55.0,466.0,1.0,900.0,30.0,20.0,11.0,9208
PRO9209,pet_shop,58.0,220.0,1.0,600.0,16.0,11.0,16.0,9209
PRO9210,cama_mesa_banho,49.0,120.0,1.0,650.0,34.0,18.0,44.0,9210
PRO9211,automotivo,59.0,81.0,1.0,450.0,40.0,10.0,15.0,9211
PRO9212,informatica_acessorios,58.0,3869.0,1.0,11750.0,40.0,26.0,42.0,9212
PRO9213,fashion_calcados,55.0,344.0,3.0,1850.0,36.0,37.0,16.0,9213
PRO9214,informatica_acessorios,41.0,371.0,2.0,5150.0,51.0,15.0,40.0,9214
PRO9215,cama_mesa_banho,40.0,162.0,1.0,900.0,33.0,9.0,38.0,9215
PRO9216,beleza_saude,55.0,388.0,1.0,250.0,16.0,5.0,15.0,9216
PRO9217,cool_stuff,52.0,998.0,1.0,2600.0,42.0,25.0,15.0,9217
PRO9218,automotivo,49.0,165.0,1.0,2500.0,30.0,6.0,29.0,9218
PRO9219,climatizacao,57.0,735.0,2.0,800.0,40.0,5.0,20.0,9219
PRO9220,livros_interesse_geral,60.0,606.0,1.0,300.0,30.0,2.0,25.0,9220
PRO9221,moveis_decoracao,60.0,2049.0,3.0,2950.0,69.0,11.0,11.0,9221
PRO9222,moveis_escritorio,38.0,2264.0,1.0,11400.0,58.0,35.0,58.0,9222
PRO9223,artigos_de_natal,60.0,565.0,3.0,400.0,17.0,21.0,11.0,9223
PRO9224,eletroportateis,53.0,826.0,3.0,100.0,21.0,6.0,14.0,9224
PRO9225,alimentos,49.0,740.0,1.0,388.0,16.0,16.0,14.0,9225
PRO9226,pet_shop,60.0,2582.0,3.0,7150.0,35.0,35.0,35.0,9226
PRO9227,informatica_acessorios,57.0,100.0,2.0,350.0,32.0,5.0,16.0,9227
PRO9228,eletrodomesticos,49.0,1450.0,1.0,600.0,16.0,10.0,18.0,9228
PRO9229,ferramentas_jardim,54.0,413.0,2.0,850.0,24.0,13.0,18.0,9229
PRO9230,esporte_lazer,60.0,333.0,2.0,200.0,30.0,20.0,20.0,9230
PRO9231,cool_stuff,63.0,1190.0,2.0,268.0,12.0,9.0,19.0,9231
PRO9232,fashion_bolsas_e_acessorios,50.0,510.0,4.0,200.0,16.0,3.0,16.0,9232
PRO9233,eletronicos,52.0,240.0,1.0,1050.0,22.0,9.0,12.0,9233
PRO9234,automotivo,42.0,972.0,2.0,140.0,16.0,13.0,13.0,9234
PRO9235,cama_mesa_banho,36.0,495.0,3.0,1250.0,40.0,10.0,30.0,9235
PRO9236,cama_mesa_banho,60.0,268.0,1.0,2700.0,41.0,8.0,36.0,9236
PRO9237,ferramentas_jardim,37.0,225.0,4.0,200.0,16.0,4.0,18.0,9237
PRO9238,cool_stuff,44.0,2413.0,1.0,300.0,16.0,19.0,15.0,9238
PRO9239,fashion_bolsas_e_acessorios,55.0,1359.0,1.0,250.0,16.0,2.0,11.0,9239
PRO9240,instrumentos_musicais,43.0,410.0,2.0,7050.0,66.0,17.0,36.0,9240
PRO9241,informatica_acessorios,45.0,860.0,3.0,825.0,31.0,6.0,12.0,9241
PRO9242,moveis_sala,54.0,1116.0,4.0,8800.0,71.0,18.0,53.0,9242
PRO9243,esporte_lazer,46.0,1283.0,1.0,2200.0,20.0,20.0,20.0,9243
PRO9244,telefonia,52.0,1455.0,3.0,100.0,16.0,3.0,11.0,9244
PRO9245,moveis_decoracao,56.0,220.0,7.0,1300.0,31.0,11.0,26.0,9245
PRO9246,automotivo,42.0,107.0,2.0,1350.0,50.0,20.0,30.0,9246
PRO9247,cama_mesa_banho,49.0,729.0,1.0,615.0,20.0,30.0,30.0,9247
PRO9248,beleza_saude,48.0,678.0,1.0,325.0,21.0,13.0,21.0,9248
PRO9249,eletronicos,34.0,1487.0,1.0,1500.0,16.0,8.0,16.0,9249
PRO9250,brinquedos,47.0,499.0,1.0,3675.0,16.0,30.0,42.0,9250
PRO9251,perfumaria,51.0,591.0,1.0,700.0,25.0,16.0,16.0,9251
PRO9252,,,,,12900.0,50.0,30.0,30.0,9252
PRO9253,informatica_acessorios,51.0,727.0,1.0,650.0,20.0,16.0,20.0,9253
PRO9254,moveis_decoracao,54.0,2040.0,2.0,500.0,68.0,8.0,13.0,9254
PRO9255,automotivo,57.0,773.0,1.0,1350.0,30.0,5.0,20.0,9255
PRO9256,informatica_acessorios,31.0,232.0,1.0,8950.0,45.0,26.0,38.0,9256
PRO9257,moveis_decoracao,46.0,1091.0,1.0,900.0,30.0,30.0,30.0,9257
PRO9258,moveis_decoracao,56.0,297.0,2.0,1050.0,100.0,5.0,11.0,9258
PRO9259,esporte_lazer,59.0,881.0,1.0,18100.0,19.0,12.0,19.0,9259
PRO9260,cool_stuff,32.0,1000.0,2.0,761.0,30.0,15.0,20.0,9260
PRO9261,moveis_decoracao,56.0,374.0,1.0,800.0,40.0,5.0,11.0,9261
PRO9262,utilidades_domesticas,56.0,1184.0,1.0,1600.0,35.0,10.0,35.0,9262
PRO9263,bebes,30.0,498.0,1.0,13450.0,60.0,32.0,42.0,9263
PRO9264,papelaria,56.0,321.0,5.0,5850.0,60.0,20.0,29.0,9264
PRO9265,esporte_lazer,59.0,1617.0,1.0,1200.0,16.0,16.0,18.0,9265
PRO9266,automotivo,56.0,1040.0,1.0,150.0,16.0,11.0,11.0,9266
PRO9267,beleza_saude,57.0,1534.0,1.0,1025.0,30.0,18.0,20.0,9267
PRO9268,moveis_decoracao,45.0,1151.0,1.0,10667.0,58.0,58.0,19.0,9268
PRO9269,informatica_acessorios,35.0,1101.0,1.0,300.0,42.0,2.0,30.0,9269
PRO9270,brinquedos,55.0,281.0,1.0,250.0,19.0,10.0,22.0,9270
PRO9271,esporte_lazer,51.0,315.0,3.0,1000.0,47.0,12.0,29.0,9271
PRO9272,esporte_lazer,56.0,3446.0,1.0,2000.0,42.0,32.0,32.0,9272
PRO9273,moveis_decoracao,57.0,258.0,4.0,600.0,18.0,14.0,15.0,9273
PRO9274,casa_construcao,57.0,904.0,5.0,500.0,17.0,26.0,17.0,9274
PRO9275,brinquedos,55.0,242.0,2.0,50.0,25.0,11.0,15.0,9275
PRO9276,bebes,37.0,1166.0,1.0,2000.0,50.0,15.0,40.0,9276
PRO9277,papelaria,53.0,206.0,1.0,500.0,19.0,49.0,39.0,9277
PRO9278,construcao_ferramentas_ferramentas,46.0,514.0,1.0,3200.0,30.0,20.0,19.0,9278
PRO9279,ferramentas_jardim,55.0,199.0,1.0,850.0,34.0,3.0,15.0,9279
PRO9280,cool_stuff,45.0,1676.0,2.0,500.0,16.0,3.0,20.0,9280
PRO9281,automotivo,49.0,282.0,1.0,150.0,16.0,10.0,16.0,9281
PRO9282,informatica_acessorios,55.0,226.0,2.0,400.0,18.0,15.0,16.0,9282
PRO9283,cama_mesa_banho,49.0,183.0,1.0,1500.0,31.0,8.0,21.0,9283
PRO9284,bebes,42.0,1183.0,1.0,200.0,16.0,2.0,11.0,9284
PRO9285,eletronicos,44.0,582.0,3.0,1500.0,75.0,3.0,11.0,9285
PRO9286,informatica_acessorios,43.0,1352.0,1.0,3050.0,23.0,17.0,20.0,9286
PRO9287,relogios_presentes,53.0,593.0,2.0,250.0,16.0,11.0,20.0,9287
PRO9288,esporte_lazer,53.0,618.0,1.0,283.0,24.0,23.0,20.0,9288
PRO9289,brinquedos,23.0,123.0,1.0,275.0,19.0,15.0,15.0,9289
PRO9290,automotivo,52.0,347.0,1.0,5400.0,40.0,30.0,40.0,9290
PRO9291,automotivo,26.0,325.0,3.0,1531.0,23.0,20.0,19.0,9291
PRO9292,cama_mesa_banho,53.0,250.0,1.0,1000.0,30.0,5.0,20.0,9292
PRO9293,beleza_saude,32.0,1032.0,1.0,150.0,16.0,2.0,11.0,9293
PRO9294,automotivo,57.0,868.0,2.0,1100.0,26.0,42.0,18.0,9294
PRO9295,informatica_acessorios,47.0,1119.0,4.0,570.0,21.0,9.0,18.0,9295
PRO9296,telefonia,33.0,730.0,1.0,500.0,17.0,19.0,14.0,9296
PRO9297,pet_shop,32.0,935.0,1.0,500.0,30.0,30.0,30.0,9297
PRO9298,cama_mesa_banho,35.0,165.0,2.0,650.0,36.0,5.0,26.0,9298
PRO9299,automotivo,39.0,179.0,1.0,300.0,16.0,2.0,11.0,9299
PRO9300,brinquedos,23.0,475.0,1.0,300.0,25.0,16.0,16.0,9300
PRO9301,cama_mesa_banho,46.0,338.0,1.0,900.0,32.0,14.0,27.0,9301
PRO9302,automotivo,44.0,1085.0,1.0,350.0,26.0,23.0,26.0,9302
PRO9303,cool_stuff,57.0,468.0,1.0,1650.0,33.0,44.0,19.0,9303
PRO9304,eletronicos,60.0,494.0,1.0,350.0,21.0,5.0,13.0,9304
PRO9305,automotivo,59.0,956.0,1.0,50.0,16.0,16.0,17.0,9305
PRO9306,esporte_lazer,45.0,2950.0,1.0,1625.0,29.0,21.0,21.0,9306
PRO9307,perfumaria,56.0,661.0,2.0,600.0,43.0,16.0,27.0,9307
PRO9308,brinquedos,48.0,1156.0,1.0,500.0,17.0,10.0,12.0,9308
PRO9309,fashion_bolsas_e_acessorios,63.0,180.0,4.0,100.0,16.0,5.0,11.0,9309
PRO9310,utilidades_domesticas,47.0,396.0,2.0,6050.0,77.0,11.0,33.0,9310
PRO9311,papelaria,53.0,484.0,1.0,6700.0,40.0,20.0,50.0,9311
PRO9312,industria_comercio_e_negocios,56.0,220.0,2.0,413.0,16.0,12.0,14.0,9312
PRO9313,utilidades_domesticas,49.0,397.0,1.0,3500.0,40.0,32.0,40.0,9313
PRO9314,pet_shop,53.0,685.0,1.0,200.0,16.0,16.0,16.0,9314
PRO9315,consoles_games,53.0,953.0,1.0,150.0,20.0,3.0,18.0,9315
PRO9316,telefonia,26.0,561.0,1.0,475.0,18.0,9.0,11.0,9316
PRO9317,fashion_bolsas_e_acessorios,32.0,408.0,3.0,125.0,18.0,17.0,12.0,9317
PRO9318,papelaria,49.0,273.0,3.0,400.0,25.0,4.0,20.0,9318
PRO9319,moveis_decoracao,55.0,2435.0,2.0,3000.0,69.0,11.0,11.0,9319
PRO9320,beleza_saude,58.0,611.0,2.0,1567.0,35.0,25.0,28.0,9320
PRO9321,cool_stuff,52.0,1732.0,10.0,2550.0,24.0,23.0,27.0,9321
PRO9322,esporte_lazer,36.0,224.0,2.0,2300.0,60.0,15.0,15.0,9322
PRO9323,beleza_saude,34.0,1049.0,1.0,1150.0,19.0,15.0,14.0,9323
PRO9324,esporte_lazer,28.0,486.0,1.0,500.0,25.0,15.0,11.0,9324
PRO9325,telefonia,53.0,428.0,1.0,225.0,18.0,3.0,12.0,9325
PRO9326,perfumaria,60.0,776.0,1.0,700.0,22.0,15.0,17.0,9326
PRO9327,cama_mesa_banho,56.0,184.0,2.0,600.0,55.0,10.0,50.0,9327
PRO9328,esporte_lazer,41.0,2035.0,2.0,10000.0,40.0,34.0,44.0,9328
PRO9329,informatica_acessorios,48.0,2985.0,4.0,645.0,18.0,16.0,16.0,9329
PRO9330,moveis_decoracao,63.0,652.0,2.0,500.0,45.0,15.0,35.0,9330
PRO9331,informatica_acessorios,55.0,653.0,1.0,226.0,23.0,17.0,18.0,9331
PRO9332,utilidades_domesticas,48.0,996.0,1.0,400.0,25.0,15.0,20.0,9332
PRO9333,esporte_lazer,21.0,1286.0,1.0,4073.0,23.0,16.0,19.0,9333
PRO9334,automotivo,44.0,92.0,1.0,200.0,59.0,23.0,29.0,9334
PRO9335,beleza_saude,55.0,801.0,4.0,350.0,27.0,14.0,23.0,9335
PRO9336,alimentos_bebidas,49.0,835.0,1.0,800.0,31.0,15.0,26.0,9336
PRO9337,informatica_acessorios,33.0,170.0,2.0,238.0,17.0,9.0,15.0,9337
PRO9338,bebes,46.0,487.0,1.0,15800.0,62.0,47.0,32.0,9338
PRO9339,esporte_lazer,42.0,1680.0,4.0,550.0,50.0,10.0,25.0,9339
PRO9340,cama_mesa_banho,43.0,315.0,1.0,450.0,37.0,5.0,30.0,9340
PRO9341,fashion_roupa_masculina,28.0,474.0,2.0,250.0,16.0,16.0,16.0,9341
PRO9342,perfumaria,51.0,934.0,1.0,400.0,27.0,5.0,20.0,9342
PRO9343,utilidades_domesticas,42.0,247.0,1.0,1250.0,16.0,16.0,25.0,9343
PRO9344,moveis_decoracao,8.0,433.0,1.0,2750.0,25.0,26.0,18.0,9344
PRO9345,automotivo,58.0,818.0,1.0,3100.0,32.0,12.0,22.0,9345
PRO9346,cama_mesa_banho,52.0,837.0,1.0,1800.0,16.0,10.0,16.0,9346
PRO9347,automotivo,63.0,1268.0,1.0,350.0,16.0,27.0,11.0,9347
PRO9348,utilidades_domesticas,59.0,745.0,1.0,18750.0,44.0,93.0,30.0,9348
PRO9349,papelaria,50.0,793.0,1.0,425.0,18.0,14.0,16.0,9349
PRO9350,livros_importados,43.0,258.0,1.0,950.0,29.0,3.0,21.0,9350
PRO9351,beleza_saude,56.0,406.0,4.0,100.0,16.0,5.0,11.0,9351
PRO9352,utilidades_domesticas,60.0,430.0,4.0,2200.0,32.0,24.0,32.0,9352
PRO9353,esporte_lazer,43.0,493.0,1.0,1417.0,19.0,19.0,19.0,9353
PRO9354,beleza_saude,46.0,1290.0,1.0,350.0,19.0,12.0,13.0,9354
PRO9355,informatica_acessorios,60.0,1201.0,5.0,900.0,28.0,29.0,12.0,9355
PRO9356,fashion_bolsas_e_acessorios,36.0,826.0,1.0,100.0,16.0,5.0,16.0,9356
PRO9357,esporte_lazer,28.0,710.0,1.0,30000.0,90.0,60.0,50.0,9357
PRO9358,cama_mesa_banho,62.0,313.0,1.0,3300.0,40.0,15.0,35.0,9358
PRO9359,cool_stuff,56.0,1383.0,6.0,1850.0,18.0,23.0,26.0,9359
PRO9360,cama_mesa_banho,52.0,289.0,1.0,2600.0,35.0,9.0,33.0,9360
PRO9361,fashion_bolsas_e_acessorios,50.0,1359.0,1.0,200.0,16.0,2.0,11.0,9361
PRO9362,papelaria,28.0,155.0,3.0,300.0,25.0,3.0,15.0,9362
PRO9363,beleza_saude,60.0,446.0,2.0,200.0,17.0,5.0,12.0,9363
PRO9364,moveis_escritorio,54.0,1084.0,1.0,30000.0,48.0,45.0,56.0,9364
PRO9365,beleza_saude,35.0,1299.0,2.0,1145.0,19.0,18.0,15.0,9365
PRO9366,moveis_decoracao,42.0,136.0,1.0,250.0,16.0,5.0,20.0,9366
PRO9367,perfumaria,41.0,402.0,1.0,225.0,16.0,11.0,11.0,9367
PRO9368,bebes,18.0,1194.0,4.0,650.0,20.0,8.0,14.0,9368
PRO9369,utilidades_domesticas,29.0,327.0,2.0,600.0,35.0,30.0,16.0,9369
PRO9370,utilidades_domesticas,27.0,542.0,1.0,700.0,35.0,2.0,35.0,9370
PRO9371,relogios_presentes,51.0,227.0,4.0,200.0,16.0,2.0,11.0,9371
PRO9372,cama_mesa_banho,50.0,506.0,1.0,25.0,45.0,18.0,35.0,9372
PRO9373,beleza_saude,59.0,1066.0,3.0,150.0,20.0,10.0,20.0,9373
PRO9374,esporte_lazer,49.0,862.0,1.0,30000.0,105.0,70.0,20.0,9374
PRO9375,relogios_presentes,60.0,513.0,3.0,275.0,16.0,8.0,12.0,9375
PRO9376,cama_mesa_banho,55.0,844.0,1.0,900.0,25.0,5.0,25.0,9376
PRO9377,cama_mesa_banho,54.0,235.0,1.0,1350.0,34.0,7.0,32.0,9377
PRO9378,ferramentas_jardim,59.0,864.0,1.0,350.0,21.0,21.0,14.0,9378
PRO9379,fashion_calcados,54.0,404.0,4.0,1400.0,22.0,12.0,33.0,9379
PRO9380,moveis_decoracao,63.0,477.0,2.0,300.0,80.0,10.0,60.0,9380
PRO9381,fashion_bolsas_e_acessorios,41.0,805.0,1.0,100.0,17.0,3.0,12.0,9381
PRO9382,brinquedos,24.0,826.0,2.0,950.0,25.0,19.0,20.0,9382
PRO9383,utilidades_domesticas,40.0,119.0,1.0,250.0,16.0,22.0,16.0,9383
PRO9384,agro_industria_e_comercio,50.0,418.0,1.0,12850.0,41.0,42.0,47.0,9384
PRO9385,esporte_lazer,53.0,241.0,2.0,1950.0,60.0,15.0,15.0,9385
PRO9386,utilidades_domesticas,56.0,655.0,4.0,1050.0,24.0,32.0,24.0,9386
PRO9387,esporte_lazer,51.0,2047.0,1.0,50.0,20.0,20.0,20.0,9387
PRO9388,bebes,60.0,362.0,3.0,200.0,25.0,10.0,25.0,9388
PRO9389,beleza_saude,60.0,663.0,1.0,650.0,16.0,16.0,16.0,9389
PRO9390,moveis_decoracao,49.0,868.0,2.0,1200.0,40.0,8.0,40.0,9390
PRO9391,audio,34.0,230.0,1.0,526.0,20.0,12.0,16.0,9391
PRO9392,esporte_lazer,42.0,563.0,1.0,1160.0,23.0,18.0,22.0,9392
PRO9393,esporte_lazer,49.0,568.0,1.0,200.0,26.0,14.0,14.0,9393
PRO9394,malas_acessorios,59.0,1030.0,4.0,1600.0,32.0,12.0,25.0,9394
PRO9395,automotivo,38.0,865.0,1.0,150.0,16.0,15.0,14.0,9395
PRO9396,telefonia_fixa,63.0,326.0,4.0,150.0,16.0,4.0,13.0,9396
PRO9397,moveis_decoracao,50.0,1002.0,2.0,2.0,11.0,11.0,52.0,9397
PRO9398,brinquedos,41.0,366.0,2.0,1433.0,41.0,20.0,38.0,9398
PRO9399,cama_mesa_banho,60.0,766.0,1.0,650.0,28.0,2.0,23.0,9399
PRO9400,relogios_presentes,33.0,718.0,1.0,800.0,21.0,14.0,14.0,9400
PRO9401,esporte_lazer,56.0,752.0,2.0,200.0,16.0,10.0,11.0,9401
PRO9402,perfumaria,50.0,405.0,1.0,200.0,16.0,16.0,11.0,9402
PRO9403,beleza_saude,52.0,1153.0,1.0,300.0,34.0,4.0,15.0,9403
PRO9404,bebidas,43.0,820.0,2.0,175.0,20.0,15.0,15.0,9404
PRO9405,automotivo,42.0,1192.0,2.0,175.0,18.0,11.0,14.0,9405
PRO9406,malas_acessorios,37.0,347.0,1.0,875.0,13.0,32.0,46.0,9406
PRO9407,consoles_games,60.0,654.0,9.0,1150.0,46.0,7.0,33.0,9407
PRO9408,moveis_escritorio,55.0,955.0,1.0,8267.0,52.0,52.0,17.0,9408
PRO9409,automotivo,55.0,1408.0,1.0,800.0,25.0,25.0,25.0,9409
PRO9410,ferramentas_jardim,42.0,203.0,3.0,250.0,23.0,3.0,11.0,9410
PRO9411,brinquedos,59.0,757.0,2.0,1100.0,62.0,12.0,22.0,9411
PRO9412,,,,,700.0,20.0,21.0,20.0,9412
PRO9413,pet_shop,54.0,444.0,2.0,250.0,16.0,12.0,14.0,9413
PRO9414,utilidades_domesticas,45.0,486.0,1.0,400.0,35.0,11.0,20.0,9414
PRO9415,esporte_lazer,43.0,524.0,1.0,200.0,18.0,7.0,14.0,9415
PRO9416,esporte_lazer,43.0,678.0,1.0,8900.0,63.0,75.0,11.0,9416
PRO9417,bebes,59.0,864.0,1.0,3350.0,36.0,30.0,19.0,9417
PRO9418,beleza_saude,57.0,771.0,1.0,400.0,16.0,24.0,16.0,9418
PRO9419,consoles_games,37.0,1172.0,2.0,200.0,16.0,5.0,12.0,9419
PRO9420,instrumentos_musicais,48.0,137.0,1.0,750.0,22.0,9.0,57.0,9420
PRO9421,cama_mesa_banho,60.0,664.0,1.0,3400.0,34.0,8.0,38.0,9421
PRO9422,brinquedos,59.0,640.0,4.0,200.0,17.0,5.0,12.0,9422
PRO9423,fashion_calcados,34.0,240.0,12.0,200.0,29.0,7.0,16.0,9423
PRO9424,informatica_acessorios,55.0,937.0,1.0,107.0,19.0,13.0,13.0,9424
PRO9425,brinquedos,55.0,1792.0,8.0,925.0,20.0,41.0,15.0,9425
PRO9426,relogios_presentes,33.0,616.0,3.0,475.0,19.0,15.0,15.0,9426
PRO9427,utilidades_domesticas,53.0,220.0,1.0,1125.0,36.0,43.0,36.0,9427
PRO9428,,,,,200.0,16.0,2.0,11.0,9428
PRO9429,utilidades_domesticas,44.0,314.0,4.0,300.0,27.0,9.0,19.0,9429
PRO9430,brinquedos,34.0,469.0,4.0,400.0,19.0,15.0,11.0,9430
PRO9431,utilidades_domesticas,55.0,244.0,1.0,400.0,16.0,16.0,15.0,9431
PRO9432,livros_interesse_geral,52.0,951.0,1.0,700.0,25.0,15.0,20.0,9432
PRO9433,cama_mesa_banho,53.0,352.0,2.0,400.0,50.0,11.0,11.0,9433
PRO9434,brinquedos,57.0,907.0,6.0,1200.0,23.0,41.0,16.0,9434
PRO9435,fashion_bolsas_e_acessorios,45.0,429.0,2.0,100.0,16.0,8.0,11.0,9435
PRO9436,moveis_decoracao,52.0,614.0,2.0,28800.0,60.0,60.0,60.0,9436
PRO9437,papelaria,49.0,371.0,1.0,1100.0,16.0,10.0,15.0,9437
PRO9438,papelaria,43.0,101.0,1.0,100.0,16.0,5.0,16.0,9438
PRO9439,moveis_decoracao,46.0,283.0,1.0,2000.0,30.0,30.0,20.0,9439
PRO9440,fashion_calcados,51.0,1958.0,5.0,1500.0,33.0,13.0,20.0,9440
PRO9441,brinquedos,58.0,246.0,1.0,550.0,47.0,20.0,30.0,9441
PRO9442,beleza_saude,52.0,1002.0,1.0,150.0,20.0,20.0,20.0,9442
PRO9443,moveis_escritorio,52.0,2250.0,1.0,11950.0,58.0,21.0,56.0,9443
PRO9444,automotivo,55.0,1120.0,4.0,200.0,25.0,8.0,18.0,9444
PRO9445,esporte_lazer,59.0,756.0,3.0,500.0,50.0,5.0,30.0,9445
PRO9446,eletronicos,45.0,88.0,2.0,200.0,22.0,5.0,11.0,9446
PRO9447,esporte_lazer,31.0,396.0,3.0,12478.0,105.0,15.0,25.0,9447
PRO9448,beleza_saude,55.0,1611.0,1.0,2425.0,28.0,17.0,17.0,9448
PRO9449,bebidas,55.0,563.0,1.0,800.0,29.0,11.0,26.0,9449
PRO9450,pet_shop,56.0,2359.0,6.0,1650.0,42.0,22.0,32.0,9450
PRO9451,automotivo,33.0,215.0,1.0,300.0,40.0,4.0,30.0,9451
PRO9452,beleza_saude,59.0,879.0,1.0,6900.0,26.0,26.0,26.0,9452
PRO9453,eletrodomesticos,56.0,174.0,1.0,425.0,39.0,14.0,32.0,9453
PRO9454,beleza_saude,40.0,1238.0,1.0,900.0,17.0,19.0,15.0,9454
PRO9455,automotivo,50.0,714.0,2.0,350.0,17.0,6.0,12.0,9455
PRO9456,moveis_decoracao,58.0,1472.0,4.0,3000.0,53.0,8.0,11.0,9456
PRO9457,cama_mesa_banho,50.0,475.0,1.0,700.0,16.0,40.0,30.0,9457
PRO9458,moveis_decoracao,50.0,1903.0,2.0,800.0,60.0,7.0,14.0,9458
PRO9459,esporte_lazer,33.0,791.0,2.0,5700.0,20.0,6.0,13.0,9459
PRO9460,utilidades_domesticas,51.0,601.0,1.0,1350.0,28.0,34.0,30.0,9460
PRO9461,relogios_presentes,44.0,654.0,2.0,500.0,23.0,15.0,19.0,9461
PRO9462,beleza_saude,58.0,1441.0,1.0,200.0,16.0,16.0,16.0,9462
PRO9463,moveis_decoracao,57.0,499.0,3.0,5400.0,34.0,50.0,34.0,9463
PRO9464,esporte_lazer,48.0,1597.0,1.0,225.0,17.0,17.0,17.0,9464
PRO9465,moveis_decoracao,58.0,2010.0,5.0,3000.0,69.0,11.0,11.0,9465
