product_id_pref;product_category_name;product_name_lenght;product_description_lenght;product_photos_qty;product_weight_g;product_length_cm;product_height_cm;product_width_cm
PRO6917;esporte_lazer;55,0;2019,0;5,0;588,0;25,0;28,0;28,0
PRO6918;relogios_presentes;35,0;516,0;3,0;850,0;48,0;16,0;35,0
PRO6919;;;;;900,0;31,0;13,0;20,0
PRO6920;telefonia;47,0;419,0;2,0;700,0;18,0;7,0;20,0
PRO6921;bebes;58,0;1977,0;1,0;200,0;17,0;17,0;15,0
PRO6922;beleza_saude;37,0;1035,0;3,0;100,0;16,0;5,0;20,0
PRO6923;perfumaria;48,0;143,0;1,0;350,0;18,0;8,0;12,0
PRO6924;eletrodomesticos;55,0;218,0;1,0;200,0;18,0;8,0;13,0
PRO6925;eletrodomesticos;54,0;199,0;1,0;3100,0;64,0;6,0;55,0
PRO6926;eletronicos;48,0;240,0;1,0;175,0;20,0;16,0;20,0
PRO6927;informatica_acessorios;58,0;141,0;1,0;200,0;42,0;9,0;25,0
PRO6928;relogios_presentes;36,0;343,0;10,0;750,0;30,0;30,0;30,0
PRO6929;beleza_saude;45,0;1209,0;5,0;400,0;27,0;14,0;23,0
PRO6930;telefonia;50,0;500,0;1,0;88,0;19,0;4,0;11,0
PRO6931;cama_mesa_banho;60,0;459,0;2,0;467,0;45,0;4,0;35,0
PRO6932;pet_shop;38,0;497,0;2,0;300,0;20,0;20,0;20,0
PRO6933;eletronicos;51,0;297,0;1,0;150,0;21,0;7,0;14,0
PRO6934;beleza_saude;29,0;298,0;4,0;100,0;22,0;3,0;14,0
PRO6935;moveis_decoracao;63,0;549,0;1,0;750,0;45,0;15,0;35,0
PRO6936;brinquedos;56,0;740,0;2,0;483,0;23,0;12,0;19,0
PRO6937;pet_shop;25,0;236,0;2,0;200,0;21,0;16,0;17,0
PRO6938;consoles_games;49,0;682,0;2,0;550,0;17,0;8,0;17,0
PRO6939;utilidades_domesticas;34,0;260,0;4,0;550,0;16,0;12,0;15,0
PRO6940;papelaria;54,0;688,0;2,0;475,0;18,0;13,0;16,0
PRO6941;casa_conforto;34,0;479,0;1,0;800,0;20,0;20,0;20,0
PRO6942;relogios_presentes;59,0;324,0;5,0;280,0;30,0;30,0;30,0
PRO6943;moveis_decoracao;58,0;408,0;2,0;8050,0;52,0;18,0;35,0
PRO6944;moveis_decoracao;58,0;1953,0;1,0;800,0;69,0;11,0;11,0
PRO6945;eletrodomesticos;60,0;208,0;1,0;2250,0;18,0;8,0;13,0
PRO6946;cama_mesa_banho;60,0;219,0;1,0;7175,0;50,0;18,0;28,0
PRO6947;moveis_cozinha_area_de_servico_jantar_e_jardim;57,0;252,0;1,0;30000,0;31,0;105,0;31,0
PRO6948;esporte_lazer;32,0;534,0;4,0;2350,0;30,0;25,0;15,0
PRO6949;telefonia;46,0;772,0;2,0;163,0;18,0;8,0;13,0
PRO6950;brinquedos;45,0;215,0;1,0;600,0;45,0;15,0;35,0
PRO6951;esporte_lazer;59,0;3212,0;1,0;1725,0;35,0;38,0;33,0
PRO6952;cama_mesa_banho;60,0;1255,0;2,0;1600,0;30,0;10,0;20,0
PRO6953;automotivo;58,0;579,0;4,0;1800,0;33,0;27,0;26,0
PRO6954;bebes;57,0;2049,0;2,0;600,0;65,0;11,0;11,0
PRO6955;fashion_roupa_masculina;42,0;162,0;4,0;800,0;20,0;7,0;20,0
PRO6956;beleza_saude;57,0;2306,0;1,0;200,0;22,0;10,0;15,0
PRO6957;cama_mesa_banho;64,0;702,0;1,0;2700,0;42,0;16,0;36,0
PRO6958;casa_conforto;58,0;335,0;1,0;1750,0;45,0;15,0;35,0
PRO6959;moveis_decoracao;57,0;1722,0;2,0;550,0;52,0;11,0;11,0
PRO6960;brinquedos;46,0;1223,0;1,0;275,0;17,0;18,0;12,0
PRO6961;informatica_acessorios;53,0;497,0;1,0;200,0;18,0;9,0;16,0
PRO6962;ferramentas_jardim;40,0;313,0;1,0;800,0;40,0;3,0;15,0
PRO6963;esporte_lazer;44,0;720,0;4,0;1000,0;25,0;5,0;25,0
PRO6964;moveis_escritorio;54,0;569,0;1,0;9200,0;52,0;51,0;17,0
PRO6965;eletrodomesticos;57,0;953,0;3,0;100,0;30,0;10,0;15,0
PRO6966;moveis_decoracao;44,0;789,0;1,0;650,0;20,0;35,0;20,0
PRO6967;perfumaria;43,0;102,0;1,0;700,0;16,0;3,0;12,0
PRO6968;beleza_saude;35,0;778,0;1,0;225,0;28,0;15,0;17,0
PRO6969;beleza_saude;36,0;551,0;1,0;200,0;30,0;3,0;40,0
PRO6970;;;;;800,0;30,0;13,0;15,0
PRO6971;papelaria;45,0;148,0;1,0;100,0;16,0;5,0;16,0
PRO6972;esporte_lazer;63,0;1908,0;5,0;500,0;27,0;15,0;20,0
PRO6973;cama_mesa_banho;53,0;349,0;1,0;1100,0;39,0;17,0;33,0
PRO6974;beleza_saude;28,0;913,0;1,0;1300,0;16,0;11,0;11,0
PRO6975;ferramentas_jardim;39,0;1310,0;3,0;13805,0;35,0;75,0;45,0
PRO6976;construcao_ferramentas_seguranca;49,0;531,0;6,0;1250,0;20,0;20,0;20,0
PRO6977;eletronicos;43,0;381,0;1,0;150,0;22,0;11,0;16,0
PRO6978;fashion_calcados;57,0;404,0;4,0;1400,0;22,0;12,0;33,0
PRO6979;relogios_presentes;46,0;250,0;3,0;650,0;20,0;15,0;17,0
PRO6980;bebes;53,0;403,0;1,0;200,0;24,0;3,0;19,0
PRO6981;pet_shop;38,0;605,0;1,0;175,0;20,0;5,0;13,0
PRO6982;automotivo;36,0;250,0;1,0;1050,0;40,0;4,0;30,0
PRO6983;cama_mesa_banho;59,0;577,0;2,0;10950,0;51,0;23,0;51,0
PRO6984;beleza_saude;53,0;1703,0;2,0;2350,0;20,0;20,0;20,0
PRO6985;casa_conforto;60,0;217,0;3,0;6700,0;50,0;20,0;40,0
PRO6986;perfumaria;57,0;598,0;1,0;450,0;18,0;18,0;18,0
PRO6987;esporte_lazer;52,0;360,0;3,0;400,0;17,0;35,0;18,0
PRO6988;utilidades_domesticas;59,0;207,0;1,0;200,0;18,0;2,0;18,0
PRO6989;papelaria;59,0;580,0;4,0;725,0;40,0;13,0;40,0
PRO6990;brinquedos;26,0;344,0;1,0;1825,0;33,0;19,0;45,0
PRO6991;beleza_saude;58,0;1058,0;6,0;350,0;16,0;7,0;20,0
PRO6992;fashion_bolsas_e_acessorios;59,0;236,0;1,0;100,0;21,0;9,0;14,0
PRO6993;utilidades_domesticas;46,0;492,0;1,0;835,0;29,0;43,0;21,0
PRO6994;automotivo;57,0;693,0;5,0;1175,0;68,0;8,0;35,0
PRO6995;;;;;26000,0;67,0;57,0;46,0
PRO6996;utilidades_domesticas;52,0;1072,0;4,0;4650,0;30,0;20,0;30,0
PRO6997;consoles_games;57,0;814,0;3,0;300,0;16,0;16,0;14,0
PRO6998;construcao_ferramentas_jardim;49,0;1845,0;5,0;550,0;20,0;16,0;30,0
PRO6999;moveis_decoracao;59,0;309,0;2,0;150,0;22,0;12,0;22,0
PRO7000;automotivo;60,0;863,0;1,0;1500,0;40,0;14,0;40,0
PRO7001;utilidades_domesticas;60,0;547,0;2,0;400,0;40,0;10,0;25,0
PRO7002;esporte_lazer;53,0;675,0;1,0;900,0;16,0;23,0;16,0
PRO7003;brinquedos;46,0;853,0;3,0;1349,0;35,0;49,0;25,0
PRO7004;moveis_decoracao;58,0;2059,0;4,0;2500,0;69,0;11,0;11,0
PRO7005;;;;;10800,0;40,0;40,0;30,0
PRO7006;utilidades_domesticas;52,0;1142,0;2,0;550,0;50,0;15,0;30,0
PRO7007;cama_mesa_banho;60,0;680,0;1,0;1275,0;19,0;17,0;23,0
PRO7008;telefonia;54,0;415,0;3,0;100,0;19,0;3,0;11,0
PRO7009;utilidades_domesticas;44,0;681,0;4,0;550,0;16,0;12,0;12,0
PRO7010;utilidades_domesticas;57,0;685,0;1,0;2700,0;30,0;30,0;30,0
PRO7011;beleza_saude;26,0;470,0;1,0;445,0;16,0;22,0;24,0
PRO7012;fashion_calcados;57,0;404,0;4,0;700,0;22,0;12,0;33,0
PRO7013;informatica_acessorios;58,0;697,0;2,0;400,0;18,0;16,0;18,0
PRO7014;utilidades_domesticas;41,0;270,0;1,0;600,0;16,0;25,0;11,0
PRO7015;esporte_lazer;28,0;109,0;1,0;400,0;16,0;16,0;16,0
PRO7016;moveis_decoracao;58,0;560,0;1,0;2200,0;43,0;11,0;35,0
PRO7017;papelaria;50,0;279,0;1,0;3550,0;16,0;60,0;90,0
PRO7018;relogios_presentes;60,0;539,0;7,0;400,0;16,0;2,0;20,0
PRO7019;pet_shop;37,0;734,0;10,0;6950,0;48,0;28,0;31,0
PRO7020;moveis_decoracao;57,0;306,0;1,0;1300,0;40,0;7,0;35,0
PRO7021;;;;;1300,0;25,0;15,0;14,0
PRO7022;relogios_presentes;50,0;521,0;1,0;342,0;18,0;12,0;12,0
PRO7023;informatica_acessorios;51,0;448,0;1,0;180,0;16,0;9,0;16,0
PRO7024;fashion_bolsas_e_acessorios;59,0;412,0;1,0;200,0;16,0;2,0;20,0
PRO7025;beleza_saude;40,0;3593,0;1,0;1100,0;16,0;19,0;15,0
PRO7026;brinquedos;50,0;735,0;3,0;600,0;20,0;16,0;17,0
PRO7027;casa_construcao;41,0;500,0;2,0;117,0;19,0;15,0;17,0
PRO7028;moveis_decoracao;20,0;262,0;1,0;8800,0;36,0;47,0;36,0
PRO7029;cama_mesa_banho;52,0;202,0;1,0;2200,0;43,0;8,0;36,0
PRO7030;utilidades_domesticas;58,0;743,0;2,0;920,0;50,0;10,0;40,0
PRO7031;beleza_saude;28,0;1455,0;1,0;683,0;29,0;15,0;22,0
PRO7032;esporte_lazer;37,0;685,0;1,0;925,0;32,0;30,0;27,0
PRO7033;beleza_saude;50,0;1238,0;1,0;575,0;25,0;20,0;23,0
PRO7034;eletronicos;52,0;293,0;2,0;275,0;28,0;9,0;22,0
PRO7035;telefonia;56,0;1520,0;1,0;250,0;16,0;4,0;11,0
PRO7036;fashion_bolsas_e_acessorios;55,0;1434,0;1,0;200,0;16,0;2,0;11,0
PRO7037;brinquedos;58,0;806,0;4,0;2500,0;20,0;70,0;15,0
PRO7038;market_place;42,0;319,0;4,0;3850,0;60,0;20,0;20,0
PRO7039;moveis_decoracao;63,0;259,0;1,0;900,0;40,0;3,0;40,0
PRO7040;relogios_presentes;58,0;1283,0;2,0;225,0;18,0;8,0;19,0
PRO7041;cama_mesa_banho;54,0;553,0;1,0;1300,0;35,0;9,0;25,0
PRO7042;moveis_decoracao;60,0;479,0;1,0;300,0;16,0;88,0;16,0
PRO7043;fashion_bolsas_e_acessorios;40,0;817,0;1,0;100,0;16,0;5,0;16,0
PRO7044;bebes;49,0;796,0;2,0;100,0;16,0;8,0;11,0
PRO7045;sinalizacao_e_seguranca;46,0;916,0;8,0;750,0;16,0;20,0;16,0
PRO7046;perfumaria;37,0;587,0;1,0;200,0;16,0;12,0;20,0
PRO7047;moveis_colchao_e_estofado;30,0;2073,0;4,0;1850,0;41,0;21,0;21,0
PRO7048;consoles_games;49,0;535,0;1,0;200,0;23,0;15,0;19,0
PRO7049;dvds_blu_ray;38,0;910,0;2,0;200,0;20,0;2,0;14,0
PRO7050;bebes;38,0;1636,0;1,0;200,0;16,0;5,0;16,0
PRO7051;perfumaria;53,0;693,0;1,0;450,0;18,0;18,0;18,0
PRO7052;utilidades_domesticas;55,0;372,0;4,0;6700,0;64,0;23,0;48,0
PRO7053;moveis_decoracao;25,0;271,0;2,0;13700,0;50,0;55,0;50,0
PRO7054;beleza_saude;42,0;376,0;1,0;500,0;23,0;5,0;11,0
PRO7055;eletroportateis;47,0;776,0;6,0;1250,0;24,0;20,0;25,0
PRO7056;informatica_acessorios;33,0;826,0;3,0;850,0;17,0;20,0;17,0
PRO7057;eletrodomesticos;55,0;313,0;1,0;2050,0;20,0;8,0;13,0
PRO7058;bebes;59,0;663,0;3,0;1263,0;40,0;18,0;32,0
PRO7059;moveis_decoracao;56,0;296,0;3,0;1650,0;100,0;7,0;15,0
PRO7060;fashion_bolsas_e_acessorios;41,0;487,0;2,0;14900,0;27,0;60,0;41,0
PRO7061;consoles_games;52,0;459,0;1,0;100,0;26,0;3,0;14,0
PRO7062;cama_mesa_banho;41,0;515,0;2,0;1050,0;35,0;10,0;45,0
PRO7063;pet_shop;55,0;800,0;1,0;11450,0;42,0;65,0;55,0
PRO7064;climatizacao;52,0;331,0;4,0;100,0;27,0;13,0;17,0
PRO7065;esporte_lazer;34,0;960,0;2,0;914,0;30,0;26,0;21,0
PRO7066;relogios_presentes;57,0;171,0;2,0;250,0;16,0;2,0;11,0
PRO7067;automotivo;52,0;680,0;4,0;350,0;35,0;16,0;16,0
PRO7068;moveis_sala;41,0;375,0;1,0;1450,0;61,0;2,0;21,0
PRO7069;consoles_games;36,0;156,0;1,0;400,0;16,0;2,0;11,0
PRO7070;bebes;52,0;1465,0;3,0;450,0;30,0;10,0;30,0
PRO7071;bebes;56,0;1107,0;3,0;1100,0;42,0;25,0;15,0
PRO7072;ferramentas_jardim;63,0;600,0;3,0;8800,0;66,0;10,0;54,0
PRO7073;utilidades_domesticas;50,0;226,0;6,0;7250,0;45,0;19,0;45,0
PRO7074;;;;;500,0;35,0;7,0;40,0
PRO7075;moveis_decoracao;53,0;1391,0;3,0;3100,0;35,0;20,0;35,0
PRO7076;esporte_lazer;23,0;211,0;1,0;950,0;24,0;14,0;32,0
PRO7077;cama_mesa_banho;58,0;189,0;1,0;1350,0;46,0;2,0;36,0
PRO7078;beleza_saude;55,0;424,0;1,0;1925,0;37,0;6,0;37,0
PRO7079;esporte_lazer;60,0;1332,0;2,0;28500,0;105,0;65,0;25,0
PRO7080;papelaria;50,0;153,0;1,0;1500,0;30,0;20,0;17,0
PRO7081;moveis_escritorio;45,0;1156,0;1,0;12250,0;63,0;58,0;24,0
PRO7082;informatica_acessorios;38,0;466,0;5,0;2133,0;26,0;24,0;22,0
PRO7083;informatica_acessorios;37,0;163,0;1,0;1133,0;27,0;19,0;19,0
PRO7084;automotivo;58,0;382,0;1,0;1300,0;22,0;9,0;16,0
PRO7085;informatica_acessorios;55,0;1525,0;3,0;2275,0;18,0;14,0;16,0
PRO7086;bebes;58,0;599,0;4,0;600,0;16,0;5,0;11,0
PRO7087;cama_mesa_banho;51,0;186,0;1,0;3250,0;29,0;7,0;36,0
PRO7088;bebes;40,0;919,0;2,0;700,0;30,0;20,0;30,0
PRO7089;eletronicos;60,0;805,0;2,0;175,0;27,0;11,0;26,0
PRO7090;moveis_decoracao;53,0;440,0;1,0;2900,0;40,0;7,0;30,0
PRO7091;cama_mesa_banho;56,0;557,0;1,0;600,0;16,0;10,0;16,0
PRO7092;perfumaria;55,0;347,0;1,0;225,0;17,0;19,0;19,0
PRO7093;cama_mesa_banho;60,0;196,0;1,0;1250,0;35,0;20,0;30,0
PRO7094;utilidades_domesticas;46,0;602,0;1,0;2075,0;47,0;26,0;21,0
PRO7095;utilidades_domesticas;23,0;415,0;1,0;400,0;30,0;30,0;30,0
PRO7096;esporte_lazer;41,0;156,0;2,0;400,0;16,0;5,0;16,0
PRO7097;utilidades_domesticas;55,0;594,0;3,0;213,0;23,0;11,0;15,0
PRO7098;cama_mesa_banho;55,0;247,0;1,0;1150,0;38,0;10,0;38,0
PRO7099;market_place;56,0;1376,0;3,0;1750,0;32,0;10,0;40,0
PRO7100;cama_mesa_banho;59,0;641,0;2,0;1250,0;16,0;10,0;16,0
PRO7101;moveis_cozinha_area_de_servico_jantar_e_jardim;39,0;444,0;1,0;1700,0;30,0;13,0;16,0
PRO7102;bebes;58,0;2705,0;6,0;800,0;34,0;14,0;31,0
PRO7103;perfumaria;36,0;681,0;1,0;100,0;20,0;15,0;15,0
PRO7104;automotivo;30,0;530,0;3,0;650,0;24,0;13,0;21,0
PRO7105;telefonia;42,0;509,0;1,0;350,0;17,0;7,0;28,0
PRO7106;telefonia;49,0;374,0;2,0;100,0;19,0;3,0;12,0
PRO7107;esporte_lazer;43,0;1397,0;1,0;5800,0;93,0;13,0;24,0
PRO7108;alimentos_bebidas;41,0;342,0;1,0;250,0;16,0;2,0;12,0
PRO7109;esporte_lazer;41,0;2091,0;2,0;400,0;16,0;16,0;16,0
PRO7110;pet_shop;59,0;888,0;1,0;300,0;30,0;30,0;30,0
PRO7111;perfumaria;56,0;1132,0;2,0;350,0;23,0;7,0;18,0
PRO7112;moveis_decoracao;63,0;157,0;3,0;12600,0;74,0;8,0;74,0
PRO7113;cama_mesa_banho;38,0;182,0;2,0;350,0;25,0;9,0;19,0
PRO7114;construcao_ferramentas_jardim;47,0;734,0;1,0;1625,0;22,0;19,0;12,0
PRO7115;perfumaria;51,0;784,0;2,0;525,0;16,0;15,0;16,0
PRO7116;telefonia;59,0;540,0;4,0;300,0;17,0;4,0;12,0
PRO7117;eletrodomesticos_2;46,0;1147,0;2,0;300,0;16,0;11,0;16,0
PRO7118;cool_stuff;35,0;596,0;4,0;200,0;17,0;9,0;14,0
PRO7119;utilidades_domesticas;51,0;906,0;3,0;800,0;44,0;14,0;35,0
PRO7120;brinquedos;50,0;2048,0;2,0;300,0;20,0;10,0;15,0
PRO7121;relogios_presentes;54,0;506,0;2,0;267,0;16,0;17,0;13,0
PRO7122;eletroportateis;39,0;141,0;3,0;200,0;24,0;13,0;13,0
PRO7123;moveis_escritorio;42,0;2230,0;1,0;16650,0;58,0;28,0;58,0
PRO7124;moveis_quarto;58,0;793,0;2,0;18500,0;38,0;58,0;38,0
PRO7125;utilidades_domesticas;48,0;410,0;1,0;650,0;25,0;10,0;20,0
PRO7126;perfumaria;58,0;827,0;1,0;460,0;20,0;14,0;20,0
PRO7127;utilidades_domesticas;51,0;349,0;3,0;4900,0;46,0;31,0;38,0
PRO7128;moveis_decoracao;59,0;721,0;6,0;500,0;16,0;8,0;11,0
PRO7129;relogios_presentes;34,0;691,0;2,0;481,0;18,0;13,0;15,0
PRO7130;esporte_lazer;40,0;352,0;3,0;700,0;28,0;20,0;25,0
PRO7131;automotivo;48,0;1159,0;1,0;440,0;19,0;9,0;13,0
PRO7132;relogios_presentes;46,0;561,0;1,0;342,0;17,0;9,0;12,0
PRO7133;informatica_acessorios;60,0;2442,0;4,0;100,0;16,0;16,0;16,0
PRO7134;beleza_saude;43,0;1364,0;1,0;2300,0;30,0;12,0;16,0
PRO7135;informatica_acessorios;51,0;1066,0;2,0;375,0;16,0;13,0;14,0
PRO7136;agro_industria_e_comercio;42,0;370,0;2,0;2350,0;18,0;36,0;18,0
PRO7137;utilidades_domesticas;42,0;711,0;1,0;4900,0;25,0;60,0;25,0
PRO7138;;;;;1700,0;16,0;36,0;13,0
PRO7139;perfumaria;54,0;937,0;1,0;50,0;16,0;5,0;11,0
PRO7140;moveis_decoracao;48,0;219,0;3,0;300,0;16,0;5,0;20,0
PRO7141;moveis_decoracao;33,0;471,0;1,0;450,0;20,0;20,0;20,0
PRO7142;telefonia_fixa;30,0;679,0;2,0;3060,0;30,0;11,0;26,0
PRO7143;automotivo;60,0;1657,0;3,0;550,0;16,0;21,0;18,0
PRO7144;cama_mesa_banho;43,0;352,0;1,0;1100,0;45,0;11,0;11,0
PRO7145;fashion_calcados;49,0;375,0;6,0;300,0;29,0;7,0;16,0
PRO7146;artes;35,0;1299,0;1,0;2350,0;20,0;14,0;30,0
PRO7147;bebes;30,0;430,0;3,0;1500,0;16,0;29,0;42,0
PRO7148;utilidades_domesticas;60,0;361,0;3,0;1400,0;39,0;18,0;27,0
PRO7149;artigos_de_natal;59,0;573,0;8,0;3750,0;41,0;16,0;39,0
PRO7150;esporte_lazer;27,0;144,0;1,0;189,0;19,0;13,0;16,0
PRO7151;beleza_saude;58,0;775,0;1,0;250,0;16,0;10,0;20,0
PRO7152;moveis_escritorio;47,0;1158,0;1,0;16800,0;63,0;58,0;24,0
PRO7153;esporte_lazer;23,0;485,0;4,0;300,0;18,0;8,0;16,0
PRO7154;ferramentas_jardim;56,0;1926,0;3,0;1800,0;33,0;23,0;11,0
PRO7155;esporte_lazer;33,0;73,0;3,0;100,0;25,0;25,0;25,0
PRO7156;fashion_calcados;54,0;404,0;4,0;1500,0;22,0;12,0;33,0
PRO7157;brinquedos;58,0;569,0;5,0;20850,0;45,0;50,0;45,0
PRO7158;cama_mesa_banho;59,0;604,0;2,0;3200,0;50,0;10,0;40,0
PRO7159;informatica_acessorios;51,0;562,0;4,0;350,0;16,0;4,0;16,0
PRO7160;bebes;35,0;1054,0;1,0;350,0;30,0;20,0;30,0
PRO7161;moveis_decoracao;48,0;1460,0;6,0;350,0;35,0;2,0;25,0
PRO7162;fashion_bolsas_e_acessorios;38,0;236,0;2,0;200,0;24,0;9,0;16,0
PRO7163;relogios_presentes;41,0;1159,0;4,0;350,0;16,0;14,0;11,0
PRO7164;utilidades_domesticas;60,0;446,0;5,0;10300,0;45,0;28,0;45,0
PRO7165;moveis_quarto;43,0;1527,0;4,0;13450,0;76,0;14,0;56,0
PRO7166;telefonia;56,0;1705,0;2,0;150,0;17,0;12,0;17,0
PRO7167;consoles_games;58,0;1811,0;4,0;750,0;16,0;8,0;11,0
PRO7168;moveis_decoracao;38,0;1719,0;1,0;800,0;53,0;8,0;11,0
PRO7169;telefonia;53,0;538,0;1,0;200,0;19,0;4,0;12,0
PRO7170;telefonia;36,0;381,0;2,0;100,0;19,0;3,0;11,0
PRO7171;telefonia_fixa;61,0;2845,0;8,0;100,0;20,0;15,0;20,0
PRO7172;eletronicos;43,0;463,0;3,0;100,0;18,0;14,0;15,0
PRO7173;informatica_acessorios;42,0;496,0;1,0;1000,0;18,0;9,0;16,0
PRO7174;relogios_presentes;60,0;576,0;3,0;250,0;16,0;2,0;20,0
PRO7175;eletrodomesticos;59,0;1304,0;1,0;600,0;16,0;10,0;18,0
PRO7176;automotivo;59,0;404,0;3,0;100,0;24,0;2,0;17,0
PRO7177;esporte_lazer;51,0;587,0;1,0;6500,0;18,0;18,0;18,0
PRO7178;papelaria;50,0;318,0;5,0;1500,0;38,0;30,0;28,0
PRO7179;instrumentos_musicais;63,0;995,0;8,0;10000,0;50,0;26,0;46,0
PRO7180;bebes;40,0;435,0;1,0;500,0;34,0;8,0;21,0
PRO7181;instrumentos_musicais;55,0;684,0;1,0;950,0;22,0;9,0;57,0
PRO7182;informatica_acessorios;28,0;1375,0;1,0;1167,0;21,0;15,0;13,0
PRO7183;perfumaria;30,0;138,0;1,0;200,0;20,0;7,0;20,0
PRO7184;esporte_lazer;31,0;238,0;2,0;1100,0;60,0;15,0;15,0
PRO7185;esporte_lazer;50,0;970,0;2,0;400,0;25,0;15,0;20,0
PRO7186;fashion_bolsas_e_acessorios;53,0;1434,0;1,0;4600,0;16,0;2,0;11,0
PRO7187;automotivo;59,0;695,0;6,0;1350,0;47,0;19,0;23,0
PRO7188;utilidades_domesticas;59,0;642,0;2,0;1200,0;22,0;12,0;22,0
PRO7189;tablets_impressao_imagem;60,0;2532,0;5,0;1100,0;30,0;5,0;22,0
PRO7190;esporte_lazer;34,0;348,0;1,0;90,0;21,0;4,0;19,0
PRO7191;esporte_lazer;47,0;720,0;1,0;575,0;19,0;19,0;17,0
PRO7192;eletronicos;38,0;818,0;2,0;600,0;16,0;11,0;11,0
PRO7193;brinquedos;29,0;117,0;1,0;450,0;23,0;16,0;19,0
PRO7194;ferramentas_jardim;47,0;495,0;2,0;550,0;25,0;15,0;15,0
PRO7195;utilidades_domesticas;59,0;379,0;1,0;900,0;45,0;20,0;25,0
PRO7196;utilidades_domesticas;44,0;918,0;1,0;20100,0;42,0;63,0;42,0
PRO7197;beleza_saude;46,0;638,0;1,0;950,0;20,0;20,0;20,0
PRO7198;moveis_decoracao;58,0;1057,0;1,0;500,0;35,0;7,0;27,0
PRO7199;instrumentos_musicais;37,0;182,0;1,0;250,0;24,0;10,0;11,0
PRO7200;utilidades_domesticas;59,0;379,0;1,0;700,0;25,0;21,0;21,0
PRO7201;beleza_saude;39,0;2389,0;1,0;3600,0;16,0;28,0;11,0
PRO7202;esporte_lazer;59,0;2842,0;2,0;1975,0;44,0;46,0;39,0
PRO7203;papelaria;49,0;432,0;1,0;4050,0;26,0;26,0;26,0
PRO7204;utilidades_domesticas;59,0;362,0;1,0;1100,0;91,0;13,0;11,0
PRO7205;moveis_sala;43,0;430,0;1,0;13700,0;58,0;40,0;25,0
PRO7206;pet_shop;38,0;88,0;2,0;675,0;20,0;18,0;17,0
PRO7207;telefonia;56,0;677,0;2,0;100,0;16,0;6,0;15,0
PRO7208;beleza_saude;53,0;1101,0;1,0;250,0;26,0;5,0;18,0
PRO7209;esporte_lazer;48,0;3402,0;1,0;700,0;25,0;25,0;25,0
PRO7210;bebes;29,0;989,0;2,0;2800,0;51,0;35,0;26,0
PRO7211;informatica_acessorios;57,0;317,0;1,0;170,0;23,0;11,0;26,0
PRO7212;cama_mesa_banho;54,0;289,0;1,0;4100,0;40,0;12,0;38,0
PRO7213;brinquedos;34,0;254,0;1,0;200,0;16,0;10,0;11,0
PRO7214;brinquedos;55,0;750,0;4,0;8250,0;48,0;38,0;36,0
PRO7215;utilidades_domesticas;32,0;115,0;2,0;900,0;16,0;13,0;13,0
PRO7216;esporte_lazer;56,0;627,0;4,0;550,0;16,0;10,0;12,0
PRO7217;eletronicos;42,0;600,0;4,0;450,0;19,0;23,0;19,0
PRO7218;relogios_presentes;37,0;438,0;1,0;450,0;18,0;11,0;14,0
PRO7219;beleza_saude;48,0;832,0;1,0;450,0;20,0;15,0;15,0
PRO7220;ferramentas_jardim;38,0;1818,0;2,0;5100,0;46,0;20,0;46,0
PRO7221;beleza_saude;57,0;828,0;1,0;200,0;20,0;10,0;20,0
PRO7222;cama_mesa_banho;53,0;223,0;1,0;950,0;45,0;15,0;35,0
PRO7223;relogios_presentes;54,0;1287,0;4,0;400,0;16,0;11,0;12,0
PRO7224;industria_comercio_e_negocios;45,0;704,0;1,0;4400,0;36,0;12,0;45,0
PRO7225;informatica_acessorios;58,0;548,0;1,0;150,0;16,0;14,0;11,0
PRO7226;moveis_decoracao;42,0;789,0;1,0;450,0;20,0;35,0;20,0
PRO7227;utilidades_domesticas;28,0;264,0;2,0;400,0;30,0;4,0;17,0
PRO7228;perfumaria;50,0;248,0;1,0;363,0;22,0;16,0;20,0
PRO7229;cama_mesa_banho;51,0;477,0;1,0;1400,0;20,0;20,0;20,0
PRO7230;esporte_lazer;54,0;967,0;2,0;3100,0;30,0;13,0;25,0
PRO7231;utilidades_domesticas;49,0;413,0;1,0;1400,0;33,0;26,0;28,0
PRO7232;cama_mesa_banho;60,0;106,0;1,0;750,0;20,0;10,0;15,0
PRO7233;eletronicos;35,0;557,0;1,0;1950,0;27,0;7,0;27,0
PRO7234;telefonia;60,0;850,0;5,0;300,0;17,0;4,0;12,0
PRO7235;moveis_sala;52,0;1105,0;1,0;30000,0;80,0;60,0;60,0
PRO7236;esporte_lazer;32,0;916,0;5,0;75,0;28,0;20,0;30,0
PRO7237;construcao_ferramentas_construcao;53,0;878,0;1,0;150,0;19,0;5,0;25,0
PRO7238;papelaria;59,0;276,0;2,0;550,0;66,0;12,0;12,0
PRO7239;beleza_saude;56,0;608,0;1,0;350,0;19,0;12,0;13,0
PRO7240;consoles_games;58,0;951,0;6,0;300,0;21,0;7,0;16,0
PRO7241;cama_mesa_banho;60,0;243,0;2,0;1850,0;50,0;10,0;40,0
PRO7242;pet_shop;22,0;596,0;1,0;200,0;23,0;8,0;15,0
PRO7243;cama_mesa_banho;56,0;210,0;1,0;500,0;16,0;10,0;16,0
PRO7244;fashion_calcados;53,0;408,0;5,0;1400,0;22,0;12,0;33,0
PRO7245;eletronicos;50,0;585,0;2,0;183,0;17,0;7,0;12,0
